Komentar	Label
"KUHP
""Setiap orang yang melakukan persetubuhan dengan orang yang bukan suami atau istrinya dipidana karena perzinaan dengan pidana penjara paling lama 1 (satu) tahun atau denda Kategori II."""	netral
Makanya di buat permendikbud, karna banyaknya pelaporan juga kasus, yg semakin darurat, di bikinlah perendikbud, yg menjadi badan hukum tentang kekerasan seksual, yg slama belum ada, karna realita kejadian,justru korban slalu di rugika dalam setiap kasus, ketika di melapor, karna tidak adanya uu perlindungan terhadap pelecehan!!	positif
Klo istrimu & anakmu setuju sy gauli, itu kekerasan sexual tidak?	netral
" @Ridwan Basuki  
-perselingkuhan dikenakan pasal 284 KUHP
-pemerkosaan dikenakan pasal 285 KUHP
-prostitusi dikenakan pasal 296 KUHP
Namun kegiatan seperti yang diatur dalam permendikbud dikti 30 tahun 2021 pasal 5, ini memang adalah kejahatan yang belum ada ketentuan hukum-nya.

Selama ini Kita memang tidak bisa menuntut apa yang dimuat dalam pasal ke-5. 
-Kekerasan seksual Verbal
-Kekerasan seksual Non Penetrasi
-Pengintip
-Body shaming
-Tindak Grepe-grepe
Dan untuk itu-lah Permen ini hadir. 
Bahkan dalam kasus penyebaran photo/video pribadi tanpa izin-pun itu kerap menjadikan korban sebagai terpidana. 

Bila anda mendengar pola pikir Politikus PKS, anda termasuk golongan mesum."	netral
" @Ridwan Basuki  dalam pasal 295 KUHP baik korban maupun Pelaku Kekerasan Seksual akan dipidana paling lama 9 tahun. Begitu-pun bila kegiatan seksual itu didasari rasa suka sama suka. 

Namun dengan Permendikbud ini Korban tidak perlu terkena sanksi hukum, cukup pelaku."	netral
" @breakpoint tv  Aku tdk butuh narasimu yg panjang lebar itu.
Yg aku butuhkan hanya hapuskan 3 kata itu. Tanpa persetujuan korban. Titik.
Permendikbud 30 itu sdh OK. 
Kecuali 3 kata itu.
Apa susahnya menghapus 3 kata itu? ☹️☹️☹️☹️"	negatif
 @Ridwan Basuki  artinya kamu setuju bila seks bebas dilarang tapi pemerkosaan diperbolehkan? Gitu kan mau-nya kamu?	netral
 @Ridwan Basuki  kalau 3 kata itu dihapus, perbedaan dengan pasal 295 KUHP itu apa? Ngapain buat aturan lagi kalau toh sama dengan yang sudah ada?	negatif
 @breakpoint tv  menrisex agar anggaran bs dikeluarkan dg alasan hasil penelitian !	positif
 @M025_ INDRA  kenapa menrisex yg bikin payung hukum? Apa dah gak percaya dg hukum yg ada bahwa pemerkosa dg hukuman sampai ada yg dikebiri tu?  Dan mengapa makul tentang moral dan agama dikampus2 malah dihilangkan jk tujuan tuk menghindari pemerkosaan?	positif
Bapak yg dri pks  pelacur itu suka sama suka masa mau di hukum.. bapak harus bedakan lah antara orang yg tidak suka.. klo pelacuran y itu jelas hukuman nya neraka.. sedangkan klo yg di paksa ada salah satu korban yg di rugikan.. sedang klo yg suka sama suka itu saling di untungkan..	netral
Klo undang undang poligami mungkin PKS yg setuju duluan.. 😀	positif
TUJUAANNYA UNTUK MENCEGAH KEKERASAN SEKSUAL...KOK MALAH DIGORENG  MELEGALKAN PERZINAAN....OTAKNYA ORANG-ORANG PKS YANG PERLU DIBERSIHKAN....TAMBAH USIA KOK TAMBAH TUMPUL YA OTAKNYA POLITISI PKS...KALAU ADA DOSEN YANG JADI PENJAHAT KELAMIN SEBAIKNYA LANGSUNG DIKEBIRI ATAU DIRAJAM SAJA. DUNIA PENDIDIKAN TINGGI SANGAT DIRENDAHKAN....MANA SUARAMU BAPAK-BAPAK REKTOR...JANGAN BERLAGAK DUNGU....ATAU KALIAN MEMANG SUDAH DUNGU KARENA TERLALU SERING MENEMPEL-NEMPELKAN ANUMU....LAGI PULA NGAPAIN PAK NADIM NGURUSIN YANG BEGITUAN....PIKIRKAN SAJA KEBIJAKAN UNTUK MENINGKATKAN MUTU PERGURUAN TINGGI KITA.....KALAU URUSAN BEGINIAN INI KASIHKAN SAJA PADA PKS...PEMEGANG PINTU SURGA	positif
Tujuan Permendikbud ini sebenarnya bagus, namun ada poin penting khususnya pada  Pasal 5 ayat 2 yg menjadi kontro versi dan menimbulkan multi tapsir. Jika memang masih bisa direfisi sebaiknya direfisi saja	netral
Merinding aku dgr sek d perbolehkan aku punya ank gadis semoga d jauhkan dari perbuatan gg keji dn seboga hati nya gg putih d jga sama allah misalnya ank d perkosa sama pacar sampe hamil apa tdk merasa malu tentu saja malu kalo mau bertagung jawap kalo sdh d  cicipi tau rasa mau lagi eak nya jadi pacar bendigan aku putusin	netral
Suka sama suka itu sendiri msh bisa dipertanyakan, krn ada yg terpaksa utk dianggap suka, itu yg sngt dikhawatirkan	negatif
"Mungkin ini maksud dari rancangan pasal tentang ""memperkosa istri"" yang ramai dulu, buka zina tapi secara logika ttp aja salah"	netral
intinya klu mui melarang mk permen itu hrus d hpus	negatif
"Pernyataan ""jika hubungan seksual secara non-konsensual maka tidak boleh"" tidak bisa di ubah menjadi ""jika hubungan seksual secara konsensual maka boleh"" karena ini pernyataan yang invalid. Gue akan membuktikanya dengan tabel kebenaran

Katakan ""hubungan seksual secara konsensual"" sebagai p dan ""boleh"" sebagai q. Maka jadinya seperti ini

~p -> ~q
p
---------------
.•. q

Atau kalo kita baca

Jika hubungan seksual secara non-konsensual maka tidak boleh

Hubungan seksual secara konsensual
---------------------------------

.•. Boleh

Mari kita gunakan tabel kebenaran:

p | q | ~p | ~q | ~p -> ~q

T    T    F     F         T
T    F    F     T         T
F    T    T     F         F
F    F    T     T         T

Catatan:

T: proposisi benar
F: proposisi salah

Berdasarkan tabel kebenaran di atas dapat kita lihat bahwa baris tabel kebenaran di mana ~p -> ~q dan p nya benar ada pada baris pertama dan kedua. Sayang sekali di baris kedua q nya salah. Ini artinya pernyataan nya benar meski demikian konklusi yang diambil salah. 

Jadi, dapat disimpulkan bahwa pernyataan:

Jika hubungan seksual secara non-konsensual maka tidak boleh

Hubungan seksual secara konsensual
---------------------------------

.•. Boleh

Adalah pernyataan yang invalid."	netral
Partai Kekerasan Seksual	netral
kalo PKS menolak berarti aturan yg dibuat sudah benar...lanjutkan	positif
"Doa kami rakyat Indonesia, semoga semua yang terlibat dalam aturan setan ini, akan mengalami nya sendiri
Anak atau istri nya selingkuh atau dihamili oleh orang lain atas dasar aturan yang mereka pemerintah legalkan

Ya Allah, segera kan pemerintahan Jokowi ini berakhir dengan kehinaan, aamiin"	netral
Selalu main tafsir	netral
"Kesan di publik ::
1. Bisa menimbulkan polemik
2. Bisa menimbulkan prasangka tuk pengalihan isu yg sdg ramai"	netral
Wah hancur moralnya kalo ZINA DILEGALKAN	negatif
Abaikan pks!	netral
"Assalamualaikum semua, maaf Permendikbudristek no 30 tahun 2021 sudah dibuat & ditandatangani Mendikbudristek yg terdapat frasa ""tanpa persetujuan korban"" dalam pasal 5. Maaf sebelumnya ,  seandainya  mahasiswa yg mencium  mahasiswi secara tertutup di kampus . Tapi mahasiswi tersebut setuju & perbuatan mereka ketauan sama lainnya, apa perbuatan mereka termasuk pelanggaran & ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 ? 🙏😁😂"	netral
"Muaantaabb.. skrng ""maen"" di kampus aman bro n sis, slama lw pade sama2 Nga'ngas, langsung Gaass.. 
Bwahahaha"	negatif
Ingat Mas Mentri...buat aturan itu harus hati-hati. Karena kita khawatir jk suatu aturan bertentangan dgn aturan ALLAH mk pasti menuai adzab didunia maupun akhirat.	netral
"Kalau dua pihak setuju giatan e-esek maka tu bukanlah kekerasan/pemaksaan seksual. Kalau itu ja sih ya betul.
 Tapi hanya brenti di situ ja tu ga tolak pzinaan yang dipaksakan maupun perzinaan yang disetujui oleh dua pihak. Ni yang ga cegah terjadinya zina, ni yang ditentang. 🤔"	netral
Dlm tujuan pencegahan dan memberikan definisi yg pasti ttg kekerasan seksual, gak ada yg salah di ayat itu. Tafsir2 lain gak ada tempatnya dlm Permendikbud ini.	netral
Terjadi ke ambiguan, seks bebas itu suka sama suka loh, tidak ada yg menjadi korbannya	netral
bagusnya di perbaiki jika memang salah	netral
Doa mu sangat jahat, kamu bukan rakyat Indonesia.	netral
" @Ummu Nayla  pasal mana yang membolehkan seks suka sama suka? Permebdikbud ini mengatur kekerasan seksual, tidak melegalkan perzinahan. 
Justru melindungi perempuan dari kejahatan seksual dosen, guru, ustadz, senior dll di lingkungan pendidikan.  Pakai logika, jangan kebencian membuta mata."	positif
 @Gabriella Indah Charista  siapapun yang mendukung aturan setan itu ,maka dia juga termasuk di dalam doa umat Islam	negatif
 @Ummu Nayla  WKWKKW iyaa deh	netral
No 2 lg marak. Bikin kepo knp ditentang bngt. Coba klo diterapkan, siapa aja yg bakal kena tangkap y	netral
 @M025_ INDRA  menrisek kok  bikin permen aneh mestinya bikin permen agar pendidikan nasional lebih maju dan cerdas, bisa merata ke seluruh wilayah Indonesia	negatif
tidak dilegalkan, tapi permendikbudristek ini memang ranahnya bukan untuk menangani tindakan asusila tapi kekerasan seksual. kalau asusila kan ada persetujuan kedua belah pihak dan itu sudah ada peraturan yang lain yang dapat menangani hal ini.	positif
 @Julidz  peraturan yg mana bro?setahu saya yg zina yg bisa di hukum di indonesia yaitu jika salah satu atau kedua pelakunya terikat perkawinan dengan orang lain,gak berlaku kalo kedua duanya single,itu pun merupakan delik aduan,artinya hanya bisa di proses lebih lanjut jika ada pengaduan suami/istri alias pasangan sah salah satu pelaku,seperti yg tertera pada pasal 284 KUHP	netral
 @Julidz  ada rancangan uu kuhp soal perluasan aturan mengenai zina ini tpi bentuk nya masih RUU setahu saya yaitu kuhp pasal 417,makanya saya minta temen temen yg sekulib jangan protes soal ruu ini supaya cepat di sahkan,nanti kalo ada  aturan permendikbud atau uu kek di atas gak ribut ama kaum kons khususnya kaum islamis,gak capek ribut mulu	positif
" @akhsan andi  Udah Ada Bang Pasal Perzinaan,Bisa Terikat Prostitusi Bahkan Berlapis Ke Perlindungan Anak Kalo Korbanya Masi Dibawah Umur,Secara Nasional Buat Yg Sama""Single Blm Ada Tp Kalo Secara Provinsi/Per Kota Udah Ada Masing""Hukumanya Entah Denda Atau Penjara,Cuma Ya Bagi Gw Uu Ini Bukan Buat Nanangin Tindakan Asusila Atau Zina,Uu Ini Buat Nangin Kekerasan Seksual Yg Dimana Korban Dalam Paksaan,Makanya Banyak Yg Mikir Ini Legalin Zina Padahal Konteksnya Beda,Dan Menurut Gw Knp Uu Zina Gabisa Buat Yg Sama""Single Karena Di Agama Lain Blm Tentu Ada Larangan,Setau Gw Yg Ngelarang Zina Secara Keseluruhan Cuma Ada Di Peraturan Agama Islam (Maksudnya Hanya Ada Ketentuanya Di Islam) Tp Gatau Kalo Agama Lain Ngelarang Tp Beda Konsepnya"	positif
 @akhsan andi  Iya Secara Nasional Baru RUU Tp Secara Peraturan Provinsi Atau Kota Itu Udah Ada,Ambil Contoh Ditangsel,Di Kota Gw Itu Kalo Ga Salah Kena Denda 2 Juta Kalo Ketauan Membuat Asusila Dikamar,Bisa Juga Penjara Kalo Berulang Kali Dan Ada Surat Perjanjianya	netral
iya itu tergantung daerah nya mengatur atau tidak soal tindakan asusila ini,masalahnya kan gak semua daerah mengatur itu walaupun daerah itu mayoritas muslim,setahu saya ya,ralat kalo saya salah dan soal permendikbud islamis sebenarnya setuju bahwa kekerasan seksual itu perbuatan yg tidak bisa di benarkan,dan mereka tahu maksud permendikbud ini baik tpi mereka melihat ada masalah,ada celah,permendikbud ini bisa di manfaatkan beberapa orang maaf maaf contohnya ayam kampus buat legal standing mereka	positif
tpi udahlah saya gak mau debatin ini karna gak bakal ngubah posisi kedua belah pihak, saya tadi liat di twitter kalo bakal ada pengujian materi permendikbud ini di ma,jadi ya liat aja lah kedepannya gimana	netral
P akai K ondom S elalu.	netral
Nggak bisa ditindak dg pemendikbud no.30/2021, tp bisa di tindak dg RUU KUHP pasal 417.	positif
 @Susi Tri Andarwati  jadi ada mekanisme hukum lain kan atau payung hukum lain gk sih, kalau ingin menjerat para pelaku tindakan asusila ?	netral
 @Julidz  itu udah aku sebutkan, RUU KUHP pasal 417.	netral
 @Susi Tri Andarwati  tpi itukan masih rancangan bu belum di sah kan makanya suruh teman teman ibu yg sekulib itu jangan protes soal ruu kuhp ini supaya nanti ini ruu cepat di sah kan,dan kalo muncul peraturan peraturan permendikbud kek di atas gak memunculkan polemik antara kaum sekulib dan kaum islamis	positif
 @akhsan andi  temen2 saya? Siapa? Anda?	netral
 @Susi Tri Andarwati  oh ibu gak punya temen temen sekulib,bagus lah bu,soalnya ini rkuhp jalan di tempat karna tekanan orang orang seperti mereka	netral
 @akhsan andi  siapa itu sekulib, RUU KUHP yg mengajukan kan pemerintah juga, pemerintah juga yg ingin melindungi warga negaranya berbuat zina. Mendikbud pun mendukung pemerintah, namanya juga pembantu presiden. Jadi ga ada itu klausal mendikbud melegalkan zina.	positif
 @Susi Tri Andarwati  namanya rkuhp berarti itu belum di sahkan jadi gak bisa mengikat,di komentar anda seolah olah rkuhp pasal 417 udah bisa menjerat pelaku perzinahan,bukan cuma yg terikat perkawinan tpi yg masih single juga	netral
 @akhsan andi  ya tetap tidak merubah kenyataan bahwa pemerintah yg mengajukan dan berusaha untuk dpt selesainya KUHPnya. Artinya pemerintah yg berusaha melundungi warga negaranya berbuat zina kan? Trus apa hubungannya permendikbud dg dilegalkannya zina? Emang sebelum permendikbud zina dilarang? Apa UU yg melarang zina pada saat sebelum disahkan permendikbud?	netral
 @Susi Tri Andarwati  ada sih tpi uu itu cuma mengikat kalo salah satu atau dua pelakunya terikat perkawinan itu pun cuma delik aduan,bisa di proses jika pasangan sah dari salah satu pelaku ngadu	netral
" @Susi Tri Andarwati  ya emang pemerintah tpi masalahnya tuh ruu masih mangkrak alias belum di sahkan jadi belum ada payung hukum buat menindak pelaku perzinahan secara luas,kalo soal permendikbud itu emang bener gak ada kata ""zina""atau seks bebas tpi yg di protes kaum islamis,itu frasa ""tanpa persetujuan"""	netral
 @Susi Tri Andarwati  mungkin kalo permendikbud sedikit di revisi,ya mungkin juga kaum islamis akan lebih legowo dengan permendikbud ini	negatif
 @akhsan andi  halah ga solusiable, spk agamais tp diem aja pas ada pelecehan dipesantren atau tempat pendidikan. Sampe keluarga lu yg kena mungkin lu bakal nikahin pelaku pelecehan sama keluarga lu yg jd korban maklum pemikiran tertinggal bin bobrok	netral
 @Raja  bla bla bla mucho texto ,kalo gitu nikmatin aja perseteruan ini wkwkwkwk	netral
 @akhsan andi  menrisex ni berlebihan , permen ni berlakunya di dunia pendidikan aja apa seluruhnya	netral
ente ngomong apa sih?ente nanya atau bikin pernyataan?	netral
" @akhsan andi  terus knp kalo ada frasa ""tanpa persetujuan""? Kan udah betul itu. Kalo dg persetujuan artinya bukan pelecehan, lha wong sama2 mau."	positif
aduh udah males saya bahas lagi apalagi komen saya di balas sekarang	netral
Hehehe betul yg  terpenting setuju sama setuju	positif
mslh prbuatan zinah kn dah ada aturanny sndri d kuhp atau hukum agama msing2. lu komen kyak bocah paud. dah gede tp bloon	netral
" @WongGemblung  seneng ni yee udeh bebas ""maen"" di kampus,,hemat bro ga usah ke hotel.. dilindungi negara.. 
Bwahahaahah"	netral
 @Rush Day  ya gni kalo toge dksih otak trs maen hp goblokny natural 😌🤣	netral
 @julian 19  yaelah cuan banyak nih tukang eceran kond*m di kampus.. gas langsung stock banyakin.. ahahaaha	netral
 @Rush Day  trnyta cuma k-drone kelas paud yg ngoceh..🤣	netral
Setujuuuuj, dan pakek pakean pantai lebih jooos brooow	positif
 @julian 19  karena KADRUN yg cerdas meggunakan akal sehat, gak ada permen aja nyuri kesempatan apalagi ada permen lebih berani ! Aku yakin selama manusia masih bermoral,berahlaq dan betul2 taat agama gak mungkin terjadi ! Makanya ayo semua ikuti perintah agama dan tinggalkan larangan agama masing2 brooow !	netral
aturan dari allah saja sering dilanggar (para pelaku kekerasan seksual yang melakukan kekerasan seksual) apalagi aturan yang dibuat manusia	netral
karena senjatanya beda mas, ada senjata lain yang digunakan untuk memberantasnya. ada di KUHP yang bahas tindakan asusila	netral
Ibarat nila setitik rusak susu Sebelanga. Pasal 5 direvisi lagi. Apalagi itu sangat liberal. Menghalalkan penzinahan	negatif
"Sekalian pak nadiem, kurikulum pendidikannya ditambahi pelajaran ""cara seks bebas dan merayu pelacur"". 😆😂😆. Hukum negara semakin hari semakin mjd korban ""YG DIATUR"" bukan yg ""MENGATUR""."	netral
Entah apa yg merasukimu	netral
Turuuut menyimaak 🙏🥰	netral
"Direvisi Aja, kata GUS DUR: ""Gitu aja kok repot."""	negatif
MUHAMMADIYAH, IKADI, & MUI (Khususnya dari Prof. K.H. Cholis Nafis) tegas menolak dan suruh cabut Permendikbudristek No. 30 Th. 2021. NU suaranya mana?! Oh, iya. Sudah diwakili Prof. K.H. Cholil Nafis.	negatif
PKS mana uu poligami blm turun	netral
Negara bisa di truskan anak2 hasil zina,baguslah dimcok	netral
"kalangan perguruan tinggi gak.ada yg nolak....
dan sejak kapan orang jadi berzina karena peraturan menteri."	positif
Pak Cecep bicaranya kurang jelas ...	netral
Klu soal selangkangan PKS cepat tangap....😄	netral
Kalau PKS sdh kritik pasti permen nya sdh benar, lanjutkan mas menteri	positif
"Ingat anggota PKS yg nonton bokep di ruang sidang???bwahaha PKS mau membela kasus kekerasan pada perempun??? Mprettt urusin aja kader2mu yg kampanye poligami, nggak semua perempuan dapat menerima poligami, itulah kalian diskusikan dulu...
Cari sensasi aja....jalankan aja UUnya, supaya cepat ada tindakannya sambil jalan diamati dan direvisi jika perlu...
Kakehan ngoceh"	negatif
Legalkan zina:v pen jadi kek Jepang kali:v	netral
Kalo spt ini justru nantinya byk kasus aborsi efek hamil diluar nikah	netral
Peraturan itu sdh benar dan tepat. Kekerasan seksual harus dilawan dan dibrantas.	positif
"Tanda2 akhir zaman 
Naudzubillah"	netral
Innalilahi wa inalilahi rooji'uun	netral
Moga aja oenggagas UU anak istrinya jadi korban dan plaku2 zina dan sek bbas..Aamiin	negatif
tidak mas. ini mah beda kasus dan beda senjata. kalau masalah kekerasan seksual di lingkungan kampus bisa ditembak pake permendikbudristek ini. kalau ngomongin tindakan seksual yang atas persetujuan kedua belah pihak di kampus (tindakan asusila) itu bisa pakek peraturan-peraturan di kampus (pasti ada peraturan yang melarang tindakan asusila di kampus) atau kode etik dosen (misal pelaku adalah dosen) terus juga ada di KUHP. jadi senjatanya harus disesuaikan. memang permendikbudristek ini gk bisa menindak pelaku asusila karena bukan ranahnya tapi ada mekanisme hukum lain yang jadi patokannya. kalau gitu sih aku nangkepnya dari berbagai perbincangan mengenai hal ini. jadi jangan bahas hal yang diluar konteks	positif
Jikalau korban di ancam agar dia ngomong atas dasar suka sama suka trus yg di penjara siapa ? Korban atau keduanya ?	netral
Nah itu. Klo ada yg kurng2 bisa diusulkan	netral
kyk RUU PKS, direvisi entah mau nunggu korban bertambah sampe berapa banyak baru selesai~	netral
 @Rifki Fauzi  iya, kelamaan. Giliran yg lain ngusulin ruu malah dikritisi.	netral
Anda benaaar.	netral
betul bro, urusan ginian PKS ga nyampe nalarnya hahha jadi oposisi payah malah lemot	netral
Setuju wkwk	positif
Akhirnya Indonesia bisa maju kaya Jepang ga terus2an jadi Islamabad terbelakang.	netral
 @Riza-kun  yang ada kena azab	netral
" @xmbelgedesh  mitos yang cuma digaungkan kelompokmu. Kalo ""pondasi"" khayalan itu benar ada dan bukan cuma teori harusnya keliatan buktinya dari perbandingan negara-negara."	netral
" @Riza-kun  makanya pahami pancasila dulu, khususnya yg pertama. 😆😂😆😂 jgn buka blue2 terus!!! Next, silahkan tanya ke pemimpinmu dan kawan2nya knp kok lebih mendahulukan ""materi"" drpd ""pondasi"" ?"	netral
" @xmbelgedesh  Yang ga paham pancasila itu dimana-mana kadrun ya, bukan kami. Soalnya make argumen ""ketuhanan"" pada aturan hukum agama menjadi hukum praktis adalah ideologi hukum syariat kaya di Arab, bukan Pancasila kaya di Indonesia.

Kalau iya begitu cara menggunakan Pancasila maka bank konvensional harusnya ilegal juga dong karena kata qur'an riba itu haram, kata injil juga bilang ursury itu haram. Tapi kan tetep aja ga ilegal, karena di ideologi demokrasi agama dan dosa urusan masing2 bukan urusan negara meng-ilegalkannya. Kita negara demokrasi bukan syariat. Pancasila itu demokrasi bukan syariat. Moga ngerti ya drun."	netral
Pasal mana yang dapat menyebabkan aborsi. Orang permendikbud ini tentang pencegahan dan penanganan kekerasan seksual kok digiring ke pelegalan zina.	netral
Klo zina dilegalkan tanda2 hari kiamat 🤣	netral
Kalau nnti hamll dluaar nikaah buru2 bilang sdh nikaah siriii??ikutan cara2 celeng nyari pembenaran n pembelaan..!!Pkoknya kitaa ikuti fatwa partai lurus dan  wakl Ketua MUI..soal UU bakal llos krna mreka mrasa kuat dan bkuasa silaaahkan apadaya rakyt ..tp sbg rakyt ada hak juga bdoa jikaaa bnar ituu maka smogaaa anak cucu istri mreka adalah pelaku dan korban2 sek bbas ..hamil brulang2 dluar nikah yg ga jlas siapa yg mnghamili ..dan istri mreka ga malu mlakukan sek bbas ddpan mreka skalipun nnti..demi mematuhi yg katanya UU	netral
 @Dewi Sriyati12  ngedongeng apa sih bu?. Kyknya gk paham apa yg bahas taunya teriak aja apa yg dia dukung lgi teriakin, tapi gak paham apa substansi yg dibicarakan ckckck	netral
 @Dewi Sriyati12  kasian nih ibu, kalah debat, nyerang personal. Pahami dulu ibu, jgn lgsg kemakan berita gorengan...😂😂😂😂😂	netral
Gak ada tu, lha soal aborsi udah ada UU khusus yang melarang kecuali atas rekomendasi dokter 🤣	positif
Logika liar. Kalau saya ga mau seks bebas ya ga. Ini moral masing2. Kok nyalahin permen?	netral
"Saya mendukung sepenuhnya dengan syarat frasa ""dengan persetujuan korban"" dihapus. Karena Permendikbud ini bentrok dengan peraturan undang² tentang asusila, tidak bisa dinamakan ""korban"" kalau si korban itu menyetujui dari si pelaku kekerasan seksual. Asal suka sama suka berarti tidak masalah bukan ¯\_( ͡° ͜ʖ ͡°)_/¯ , seks bebas dilegalkan boleh melalui permendikbud 30 tersebut akan tetapi kontra dengan UU tentang asusila lainnya. Disitulah permasalahannya."	positif
mau keras mau lembut, selama belum sah tetap harus di cegah, ingat sila pertama ketuhanan yg maha esa!artinya aturan agama lebih di utamakan!	netral
 @Dian chanel  agama apa bro?	netral
bukannya sejak wafatnya nabi muhammad sudah dikategorikan ke akhir zaman ? jadi sejak nabi wafat hingga sekarang dan beberapa tahun kedepan itu sudah masuk ke akhir zaman	positif
Lho, memangnya anda mendukung pelaku kekerasan seksual dinyatakan tidak bersalah, gitu?	positif
Kalimat mana yang menunjukan bahwa zina dilegalkan dari permendikbud ini bu?	netral
Aamiin	positif
biasanya yang nyumpahin gini balik ke orang yang ngucap sih	netral
 @Muhammad Dzulfiqar  , ok lah anda menganggap Permendikbudristek no 30 tahun 2021 gak melegalkan zina. Dan juga. Permendikbud no 30 tahun 2021 sudah ditandatangani Mendikbudristek. Maaf sebelumnya,  seandainya ada mahasiswa mencium mahasiswi secara tertutup di kampus. Tapi mahasiswi tersebut setuju & perbuatan mereka ketauan sama lainnya, apa perbuatan mereka termasuk dalam pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 ? 🙏	netral
 @Muhammad Farhan  ini peraturan pencegahan dan penanganan kekerasan seksual atau tentang aturan tindakan asusila di kampus? Itu dua hal yg berbeda. Ketika tidak ada kata persetujuan bahkan yg harusnya menjadi korban akan ikut dihukum juga karna semua tindakan tersebut adalah asusila yg dilarang jika tanpa ada kata persetujuan. Jika kata itu dihapus maka yg harusnya menjadi korban tindakan kekerasan seksual akan dapat ikut dihukum baik diamenyetujui atau tidak tindakan tersebut. Maka tidak ada perlindungan lagi kepada yg harusnya menjadi korban karna semua dapat dihukum karna berada pada tindakan asusila yg dilarang. Maka tidak ada lagi korban kekerasan seksual yang ada semua pihak yg terlibat dalam tindakan asusila baik di menyetujui perbuatan tersebut ataupun dia sebagai korban pemaksaan akan dihukum sama dengan dia yang seharusnya menjadi pelaku kekerasan seksual.	negatif
"Assalamualaikum @Muhammad Dzulfiqar  , iyaa saya tau Permendikbudristek no 30 tahun 2021 adalah permen penanganan & pencegahan seksual. Maaf ya , Permendikbud no 30 tahun 2021 terdapat frasa "" tanpa persetujuan korban"" dalam pasal 5. Maka dari itu, apabila ada mahasiswa mencium bibir mahasiswi  pacarnya & menggosokkan kelaminnya pada mahasiswi pacarnya secara tertutup di kampus . Tapi mahasiswi pacarnya setuju & perbuatan mereka   ketauan , maka bukan pelanggaran & gak dapat ditindaklanjuti , karena mahasiswi pacarnya setuju menurut Permendikbudristek no 30 tahun 2021. Berbeda jika mahasiswi pacarnya gak setuju, maka termasuk pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021. Maaf sebelumnya, kejahatan  & kekerasan seksual akibat & berawal dari hubungan, perbuatan, kegiatan, tindakan seksual yg bertentangan nilai & norma (termasuk nilai & norma agama) yg merupakan akar masalah kekerasan & kejahatan seksual. Terimakasih, wassalamu'alaikum 🙏😊"	positif
" @Muhammad Farhan  permnedikbudristek 30 saya ulangi berfokus pada penanganan dan pencegahan kekerasan seksual berlatar belakang banyaknya kekerasan seksual yang pada akhirnya tanpa ada penyelesaian dan keadilan pada korban kekerasan seksual di kampus"" yang sudah sangat banyak terjadi tanpa adanya penyelesaina dan perlindungan terhadap korban. Dengan adanya permendikbudristek tersebut dapat sedikit membantu menyelesaikan masalah kekerasan seksual yang terjadi di kampus"".  Mengenai studi kasus yang anda sampaikan kira"" kasus tersebut tindakan kekerasan seksual atau tindakan asusila?. Ketika membicarakan suatu kekerasan berarti terdapat korban, korban artinya orang yang dirugikan bukan dan adanya pelaku yang menyebabkan kerugian?. Jika sama"" setuju apakah tindakan tersebut terdapat korban dan pelaku?. Tindakan asusila dikampus saya rasa sudah ada kode etik masing"" kampus terkait tindakan asusila dan sudah ada di KUHP dan UU perlindungan anak. Lain cerita jika permendikbudristek no 30 ini bertujuan mengatur tindakan asusila pada lingkungan kampus itu hal yg berbeda lagi. Jadi dimana letaknya pelegalan zina di aturan ini?."	positif
Assalamualaikum @Muhammad Dzulfiqar  , maaf RUU KUHP zina belum disahkan. Maaf saudaraku,  seandainya ada mahasiswa yg mencium  bibir mahasiswi pacarnya & menggosokkan kelaminnya pada bagian tubuh mahasiswi pacarnya secara tertutup di kampus. Tapi mahasiswi pacarnya setuju & ketauan sama lainnya, apa  pebuatan mahasiswa tersebut termasuk pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 sendiri ? Maaf saudaraku , RUU KUHP perzinahan belum disahkan.🙏😊	netral
 @Muhammad Farhan  permendikbudristek 30 mengatur tentang penanganan dan pencegahan kekerasan seksual dikampus bukan mengatur tindakan asusila dikampus yang lahir dari latar belakang yg telah saya sampaikan diatas. Studi kasus anda sudah saya jelaskan menurut pandangan saya diatas. Secara jelas belum ada yg mengatur tentang tindakan asusila di indonesia. Permendikbudristek 30 juga tidak ada pelegalan zina.	positif
Assalamualaikum @Muhammad Dzulfiqar  , maaf apabila ada mahasiswa mencium bibir mahasiswi secara tertutup & dengan persetujuan orang terkait di kampus . Apa perbuatan mahasiswa tersebut termasuk pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 sendiri ? Maaf yaa, saya bicara Permendikbud no 30 tahun 2021 & bukan peraturan lainnya. Terimakasih, wassalamu'alaikum 🙏	netral
