,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
85,assalamualaikum semua permendikbud no  tahun  yg terdapat frasa tanpa persetujuan korban dalam pasal  sudah ditangani mendikbudristek maaf seandainya ada mahasiswa yg menggosokkan kelaminnya pada salah satu bagian tubuh mahasiswi bukan istrinya secara tersembunyi di kampus tapi mahasiswi tersebut setuju perbuatan mereka ketauan sama lainnya apa perbuatan mereka dapat ditindak lanjuti menurut permendikbudristek no  tahun  memang betul permendikbud no  tahun  mengurusi kekerasan seksual tapi kekerasan seksual akibat berawal dari hubungan kegiatan perbuatan seksual yg bertentangan dengan nilai norma merupakan akar masalah kekerasan seksual sedangkan permendikbud no  tahun  hanya membahas mengurusi kekerasan seksual tapi gak membahas hubungan perbuatan tindakan yg bertentangan dengan nilai norma yg merupakan akar masalah kekerasan seksual terimakasih wassalamu alaikum ,netral,"['assalamualaikum', 'semua', 'permendikbud', 'no', 'tahun', 'yg', 'terdapat', 'frase', 'tanpa', 'persetujuan', 'korban', 'dalem', 'pasal', 'sdh', 'ditangani', 'mendikbudristek', 'apologize', 'seandainya', 'ada', 'mahasiswa', 'yg', 'menggosokkan', 'kelaminnya', 'pada', 'salah', 'satu', 'bagian', 'tubuh', 'mahasiswi', 'bukan', 'istrinya', 'secara', 'tersembunyi', 'di', 'kampus', 'tapi', 'mahasiswi', 'tsb', 'setuju', 'perbuatan', 'mereka', 'ketauan', 'sama', 'lainnya', 'aoa', 'perbuatan', 'mereka', 'dpt', 'ditindak', 'lanjuti', 'menurut', 'permendikbudristek', 'no', 'tahun', 'memang', 'betul', 'permendikbud', 'no', 'tahun', 'mengurusi', 'kekerasan', 'seksual', 'tapi', 'kekerasan', 'seksual', 'akibat', 'berawal', 'dari', 'hubungan', 'kegiatan', 'perbuatan', 'seksual', 'yg', 'bertentangan', 'dgn', 'nilai', 'norma', 'merupakan', 'akar', 'masalh', 'kekerasan', 'seksual', 'sedangkan', 'permendikbud', 'no', 'tahun', 'cuma', 'membahas', 'mengurusi', 'kekerasan', 'seksual', 'tapi', 'gak', 'membahas', 'hubungan', 'perbuatan', 'tindakan', 'yg', 'bertentangan', 'dgn', 'nilai', 'norma', 'yg', 'merupakan', 'akar', 'masalh', 'kekerasan', 'seksual', 'trmksh', 'wassalamu', 'alaikum']","['assalamualaikum', 'permendikbud', 'no', 'frase', 'persetujuan', 'korban', 'dalem', 'pasal', 'ditangani', 'mendikbudristek', 'apologize', 'seandainya', 'mahasiswa', 'menggosokkan', 'kelaminnya', 'salah', 'tubuh', 'mahasiswi', 'istrinya', 'tersembunyi', 'kampus', 'mahasiswi', 'tsb', 'setuju', 'perbuatan', 'ketauan', 'aoa', 'perbuatan', 'dpt', 'ditindak', 'lanjuti', 'permendikbudristek', 'no', 'permendikbud', 'no', 'mengurusi', 'kekerasan', 'seksual', 'kekerasan', 'seksual', 'akibat', 'hubungan', 'kegiatan', 'perbuatan', 'seksual', 'bertentangan', 'nilai', 'norma', 'akar', 'masalh', 'kekerasan', 'seksual', 'permendikbud', 'no', 'membahas', 'mengurusi', 'kekerasan', 'seksual', 'gak', 'membahas', 'hubungan', 'perbuatan', 'tindakan', 'bertentangan', 'nilai', 'norma', 'akar', 'masalh', 'kekerasan', 'seksual', 'trmksh', 'wassalamu', 'alaikum']","['assalamualaikum', 'permendikbud', 'no', 'frase', 'tuju', 'korban', 'dalem', 'pasal', 'tangan', 'mendikbudristek', 'apologize', 'anda', 'mahasiswa', 'gosok', 'kelamin', 'salah', 'tubuh', 'mahasiswi', 'istri', 'sembunyi', 'kampus', 'mahasiswi', 'tsb', 'tuju', 'buat', 'tau', 'aoa', 'buat', 'dpt', 'tindak', 'lanjut', 'permendikbudristek', 'no', 'permendikbud', 'no', 'urus', 'keras', 'seksual', 'keras', 'seksual', 'akibat', 'hubung', 'giat', 'buat', 'seksual', 'tentang', 'nilai', 'norma', 'akar', 'masalh', 'keras', 'seksual', 'permendikbud', 'no', 'bahas', 'urus', 'keras', 'seksual', 'gak', 'bahas', 'hubung', 'buat', 'tindak', 'tentang', 'nilai', 'norma', 'akar', 'masalh', 'keras', 'seksual', 'trmksh', 'wassalamu', 'alaikum']",assalamualaikum permendikbud no frase tuju korban dalem pasal tangan mendikbudristek apologize anda mahasiswa gosok kelamin salah tubuh mahasiswi istri sembunyi kampus mahasiswi tsb tuju buat tau aoa buat dpt tindak lanjut permendikbudristek no permendikbud no urus keras seksual keras seksual akibat hubung giat buat seksual tentang nilai norma akar masalh keras seksual permendikbud no bahas urus keras seksual gak bahas hubung buat tindak tentang nilai norma akar masalh keras seksual trmksh wassalamu alaikum
86,mana ada negara masih ada haikal yg sudah punya kunci sorga jinah dihalalkan poligami oke itu hajkal sok suci rakyat indonesia tahu siapa haikal hasan gerombolan munafik,negatif,"['mana', 'ada', 'negara', 'masih', 'ada', 'haikal', 'yg', 'sdh', 'punya', 'kunci', 'sorga', 'jinah', 'dihalalkan', 'poligami', 'oke', 'itu', 'hajkal', 'sok', 'suci', 'rakyat', 'indonesia', 'tahu', 'siapa', 'haikal', 'hasan', 'gerombolan', 'munafik']","['negara', 'haikal', 'kunci', 'sorga', 'jinah', 'dihalalkan', 'poligami', 'oke', 'hajkal', 'sok', 'suci', 'rakyat', 'indonesia', 'haikal', 'hasan', 'gerombolan', 'munafik']","['negara', 'haikal', 'kunci', 'sorga', 'jah', 'halal', 'poligami', 'oke', 'hajkal', 'sok', 'suci', 'rakyat', 'indonesia', 'haikal', 'hasan', 'gerombol', 'munafik']",negara haikal kunci sorga jah halal poligami oke hajkal sok suci rakyat indonesia haikal hasan gerombol munafik
87,usut terus kekerasan seksual kampus ,netral,"['usut', 'terus', 'kekerasan', 'seksual', 'kampus']","['usut', 'kekerasan', 'seksual', 'kampus']","['usut', 'keras', 'seksual', 'kampus']",usut keras seksual kampus
88,klo  kuhp tafirnya bisa saja seperti permendikti,netral,"['klo', 'kuhp', 'tafirnya', 'bsa', 'saja', 'kayak', 'permendikti']","['kuhp', 'tafirnya', 'bsa', 'kayak', 'permendikti']","['kuhp', 'tafirnya', 'bsa', 'kayak', 'permendikti']",kuhp tafirnya bsa kayak permendikti
89,yg saya heran ada isu apapun narasumber tv one msti haekal hasan gk berbobot sama sekali,negatif,"['yg', 'aq', 'heran', 'ada', 'isu', 'apapun', 'nara', 'tv', 'one', 'msti', 'haekal', 'hasan', 'gk', 'berbobot', 'sama', 'sekali']","['aq', 'heran', 'isu', 'apapun', 'nara', 'tv', 'one', 'msti', 'haekal', 'hasan', 'gk', 'berbobot']","['aq', 'heran', 'isu', 'apa', 'nara', 'tv', 'one', 'msti', 'haekal', 'hasan', 'gk', 'bobot']",aq heran isu apa nara tv one msti haekal hasan gk bobot
90, sejak kapan mahasiswi mau sama dosen buset banyak ayam kampus njir di universitas masa pura nggk tau dah,negatif,"['sejak', 'kapan', 'mahasiswi', 'mau', 'sama', 'dosen', 'buset', 'byk', 'ayam', 'kampus', 'njir', 'di', 'universiti', 'masa', 'pura', 'nggk', 'tau', 'dah']","['mahasiswi', 'dosen', 'buset', 'byk', 'ayam', 'kampus', 'universiti', 'pura', 'nggk', 'dah']","['mahasiswi', 'dosen', 'buset', 'byk', 'ayam', 'kampus', 'universiti', 'pura', 'nggk', 'dah']",mahasiswi dosen buset byk ayam kampus universiti pura nggk dah
91,menteri edan,negatif,"['mentri', 'edan']","['mentri', 'edan']","['tri', 'edan']",tri edan
92,gk nyambung lah neng endut katanya dosen kok gk tau bahasa,negatif,"['gk', 'nyambung', 'lah', 'neng', 'endut', 'katanya', 'dosen', 'kok', 'gk', 'tau', 'bahasa']","['gk', 'nyambung', 'neng', 'endut', 'dosen', 'gk', 'bahasa']","['gk', 'nyambung', 'neng', 'endut', 'dosen', 'gk', 'bahasa']",gk nyambung neng endut dosen gk bahasa
93,ini yg di bahas  si dosen larinya kok ke  ke  wkwjwk keliatan banget mvk dosen kurang wawasan,negatif,"['ini', 'yg', 'di', 'bahas', 'si', 'dosen', 'larinya', 'kok', 'ke', 'ke', 'wkwjwk', 'keliatan', 'bgt', 'mvk', 'dosen', 'kurang', 'wawasan']","['bahas', 'dosen', 'larinya', 'wkwjwk', 'keliatan', 'bgt', 'mvk', 'dosen', 'wawasan']","['bahas', 'dosen', 'lari', 'wkwjwk', 'liat', 'bgt', 'mvk', 'dosen', 'wawas']",bahas dosen lari wkwjwk liat bgt mvk dosen wawas
94,hei negara jangan aneh ,negatif,"['hei', 'negara', 'jngan', 'anehny']","['hei', 'negara', 'jngan', 'anehny']","['hei', 'negara', 'jngan', 'anehny']",hei negara jngan anehny
95,istilah kumpul kebo muncul dari kos kosan kampus sangat penting mengatur kehidupan kampus yang berkaitan dengan kekerasan terhadap perempuan,netral,"['istilah', 'kumpul', 'kebo', 'muncul', 'dari', 'kos', 'kosan', 'kampus', 'amat', 'penting', 'mengatur', 'kehidupan', 'kampus', 'yg', 'berkaitan', 'dgn', 'kekerasan', 'terhadap', 'perempuan']","['istilah', 'kumpul', 'kebo', 'muncul', 'kos', 'kosan', 'kampus', 'mengatur', 'kehidupan', 'kampus', 'berkaitan', 'kekerasan', 'perempuan']","['istilah', 'kumpul', 'kebo', 'muncul', 'kos', 'kosan', 'kampus', 'atur', 'hidup', 'kampus', 'kait', 'keras', 'perempuan']",istilah kumpul kebo muncul kos kosan kampus atur hidup kampus kait keras perempuan
96,hipnotis masih ada,negatif,"['hipnotis', 'masih', 'ada']",['hipnotis'],['hipnotis'],hipnotis
97,ada juga mahasiswi yg menawarkan pertanyaan apakah dosen harus melayani etika dosen harus menolak dan tidak menerima,netral,"['ada', 'jga', 'mahasiswi', 'yg', 'menawarkan', 'pertanyaan', 'apakah', 'dosen', 'hrs', 'melayani', 'etika', 'dosen', 'hrs', 'menolak', 'dn', 'ndak', 'menerima']","['jga', 'mahasiswi', 'menawarkan', 'dosen', 'hrs', 'melayani', 'etika', 'dosen', 'hrs', 'menolak', 'dn', 'ndak', 'menerima']","['jga', 'mahasiswi', 'tawar', 'dosen', 'hrs', 'layan', 'etika', 'dosen', 'hrs', 'tolak', 'dn', 'ndak', 'terima']",jga mahasiswi tawar dosen hrs layan etika dosen hrs tolak dn ndak terima
98,haikal ini ngeres otaknya,negatif,"['haikal', 'ini', 'ngeres', 'otaknya']","['haikal', 'ngeres', 'otaknya']","['haikal', 'ngeres', 'otak']",haikal ngeres otak
99,janganlah memanfat azas manfaat,negatif,"['janganlah', 'memanfat', 'azas', 'manpaat']","['memanfat', 'azas', 'manpaat']","['memanfat', 'azas', 'manpaat']",memanfat azas manpaat
100,ha kal hassan peranakan arab yaman tukang buat gaduhh dan ang keladi masalah jaga mulut kau arab yaman somplakk ,negatif,"['ha', 'kal', 'hassan', 'peranakan', 'arab', 'yaman', 'tukang', 'buat', 'gaduhh', 'dn', 'ang', 'keladi', 'masalh', 'jaga', 'mulut', 'kau', 'arab', 'yaman', 'somplakk']","['ha', 'kal', 'hassan', 'peranakan', 'arab', 'yaman', 'tukang', 'gaduhh', 'dn', 'ang', 'keladi', 'masalh', 'jaga', 'mulut', 'kau', 'arab', 'yaman', 'somplakk']","['ha', 'kal', 'hassan', 'ana', 'arab', 'yaman', 'tukang', 'gaduhh', 'dn', 'ang', 'keladi', 'masalh', 'jaga', 'mulut', 'kau', 'arab', 'yaman', 'somplakk']",ha kal hassan ana arab yaman tukang gaduhh dn ang keladi masalh jaga mulut kau arab yaman somplakk
101,kenapa tidak sekalian aja di berikan modal kondom di kampus kalo memang ada landasan dasar suka sama suka sebagai bukti tambahan ya juga sebagai pencegahan supaya tidak lahir bayi di luar nikah pada usia muda kok bikin per men setengah pintar banget ya ,negatif,"['knp', 'ndak', 'sekalian', 'aja', 'di', 'berikan', 'modal', 'kondom', 'di', 'kampus', 'kalo', 'memang', 'ada', 'landasan', 'dasar', 'suka', 'sama', 'suka', 'sebagai', 'bukti', 'tambahan', 'ya', 'jga', 'sebagai', 'pencegahan', 'supaya', 'ndak', 'lahir', 'bayi', 'di', 'luar', 'nikah', 'pada', 'usia', 'muda', 'kok', 'bikin', 'per', 'men', 'setengah', 'pintar', 'bgt', 'ya']","['knp', 'ndak', 'modal', 'kondom', 'kampus', 'landasan', 'dasar', 'suka', 'suka', 'bukti', 'tambahan', 'jga', 'pencegahan', 'ndak', 'lahir', 'bayi', 'nikah', 'usia', 'muda', 'men', 'pintar', 'bgt']","['knp', 'ndak', 'modal', 'kondom', 'kampus', 'landas', 'dasar', 'suka', 'suka', 'bukti', 'tambah', 'jga', 'cegah', 'ndak', 'lahir', 'bayi', 'nikah', 'usia', 'muda', 'men', 'pintar', 'bgt']",knp ndak modal kondom kampus landas dasar suka suka bukti tambah jga cegah ndak lahir bayi nikah usia muda men pintar bgt
102,rialita ada tuh ayah yang perkosa berhubungan intim anak kandung realita ada tuh mertua selingkuh ma mantu semua peluang itu ada makanya peluang itu tutup ama uu ni dr dulu pendukung jubir rezim kalo berargumen suka munafik para gk tau bahas gk ngalor ngidul ,negatif,"['rialita', 'ada', 'tuh', 'ayah', 'yg', 'perkosa', 'berhubungan', 'intim', 'anak', 'kandung', 'realita', 'ada', 'tuh', 'mertua', 'selingkuh', 'ma', 'mantu', 'semua', 'peluang', 'itu', 'ada', 'makanya', 'peluang', 'itu', 'tutup', 'ama', 'uu', 'ni', 'dr', 'dulu', 'pendukung', 'jubir', 'rejim', 'kalo', 'berargumen', 'suka', 'munafik', 'para', 'gk', 'tau', 'bahas', 'gk', 'ngalor', 'ngidul']","['rialita', 'ayah', 'perkosa', 'berhubungan', 'intim', 'anak', 'kandung', 'realita', 'mertua', 'selingkuh', 'ma', 'mantu', 'peluang', 'peluang', 'tutup', 'ama', 'uu', 'dr', 'pendukung', 'jubir', 'rejim', 'berargumen', 'suka', 'munafik', 'gk', 'bahas', 'gk', 'ngalor', 'ngidul']","['rialita', 'ayah', 'perkosa', 'hubung', 'intim', 'anak', 'kandung', 'realita', 'mertua', 'selingkuh', 'ma', 'mantu', 'peluang', 'peluang', 'tutup', 'ama', 'uu', 'dr', 'dukung', 'jubir', 'rejim', 'argumen', 'suka', 'munafik', 'gk', 'bahas', 'gk', 'ngalor', 'ngidul']",rialita ayah perkosa hubung intim anak kandung realita mertua selingkuh ma mantu peluang peluang tutup ama uu dr dukung jubir rejim argumen suka munafik gk bahas gk ngalor ngidul
103,ini yang perempuan yg tidak melindungi perempuan sedang babe haikal melindungi perempuan dan keluarganya badan aja besar otaknya cetek,negatif,"['ini', 'yg', 'perempuan', 'yg', 'ndak', 'melindungi', 'perempuan', 'sedang', 'babe', 'haikal', 'melindungi', 'perempuan', 'dn', 'keluarganya', 'badan', 'aja', 'besar', 'otaknya', 'cetek']","['perempuan', 'ndak', 'melindungi', 'perempuan', 'babe', 'haikal', 'melindungi', 'perempuan', 'dn', 'keluarganya', 'badan', 'otaknya', 'cetek']","['perempuan', 'ndak', 'lindung', 'perempuan', 'babe', 'haikal', 'lindung', 'perempuan', 'dn', 'keluarga', 'badan', 'otak', 'cetek']",perempuan ndak lindung perempuan babe haikal lindung perempuan dn keluarga badan otak cetek
104,revolusi aklaq ,netral,"['revolusi', 'aklaq']","['revolusi', 'aklaq']","['revolusi', 'aklaq']",revolusi aklaq
105,sudah jelas kalo haikal hasan ini ilmunya paaspasan ilmu segitu kok sering nongol di tv tp ya maklum tv one hostnya culun ,negatif,"['sdh', 'jelas', 'kalo', 'haikal', 'hasan', 'ini', 'ilmunya', 'paaspasan', 'ilmu', 'segitu', 'kok', 'sering', 'nongol', 'di', 'tv', 'tp', 'ya', 'maklum', 'tv', 'one', 'hostnya', 'culun']","['haikal', 'hasan', 'ilmunya', 'paaspasan', 'ilmu', 'segitu', 'nongol', 'tv', 'tp', 'maklum', 'tv', 'one', 'hostnya', 'culun']","['haikal', 'hasan', 'ilmu', 'paaspasan', 'ilmu', 'segitu', 'nongol', 'tv', 'tp', 'maklum', 'tv', 'one', 'hostnya', 'culun']",haikal hasan ilmu paaspasan ilmu segitu nongol tv tp maklum tv one hostnya culun
106,fakboy be like horrayy ,negatif,"['fakboy', 'be', 'like', 'horrayy']","['fakboy', 'be', 'like', 'horrayy']","['fakboy', 'be', 'like', 'horrayy']",fakboy be like horrayy
107, tv one ngundang narasumber ko ga berbobot demi alloh nabi muhammad dateng pad sayah tpi boong ,negatif,"['tv', 'one', 'ngundang', 'nara', 'ko', 'ga', 'berbobot', 'demi', 'alloh', 'nabi', 'muhammad', 'dateng', 'pad', 'sayah', 'tpi', 'boong']","['tv', 'one', 'ngundang', 'nara', 'ko', 'ga', 'berbobot', 'alloh', 'nabi', 'muhammad', 'dateng', 'pad', 'sayah', 'tpi', 'boong']","['tv', 'one', 'ngundang', 'nara', 'ko', 'ga', 'bobot', 'alloh', 'nabi', 'muhammad', 'dateng', 'pad', 'sayah', 'tpi', 'boong']",tv one ngundang nara ko ga bobot alloh nabi muhammad dateng pad sayah tpi boong
108,belom di resmiin aja dah bebas apalgi klo di remikan hancur hancur koplk kowe pak mentri,negatif,"['belom', 'di', 'resmiin', 'aja', 'dah', 'bebas', 'apalgi', 'klo', 'di', 'remikan', 'hancur', 'hancur', 'koplk', 'kowe', 'pak', 'mentri']","['belom', 'resmiin', 'dah', 'bebas', 'apalgi', 'remikan', 'hancur', 'hancur', 'koplk', 'kowe', 'mentri']","['bom', 'resmiin', 'dah', 'bebas', 'apalgi', 'remi', 'hancur', 'hancur', 'koplk', 'kowe', 'tri']",bom resmiin dah bebas apalgi remi hancur hancur koplk kowe tri
109,tv one itu tmpat nya para kadrun dan pro khilafah berkoar koar so pinter spt si haikal hasan ini penipu ulung pro cendana tinggalkan hayo tv one ,negatif,"['tv', 'one', 'itu', 'tmpat', 'nya', 'para', 'kadrun', 'dn', 'pro', 'khilafah', 'berkoar', 'koar', 'so', 'pinter', 'spt', 'si', 'haikal', 'hasan', 'ini', 'penipu', 'ulung', 'pro', 'cendana', 'tinggalkan', 'hayo', 'tv', 'one']","['tv', 'one', 'tmpat', 'kadrun', 'dn', 'pro', 'khilafah', 'berkoar', 'koar', 'so', 'pinter', 'spt', 'haikal', 'hasan', 'penipu', 'ulung', 'pro', 'cendana', 'tinggalkan', 'hayo', 'tv', 'one']","['tv', 'one', 'tmpat', 'kadrun', 'dn', 'pro', 'khilafah', 'koar', 'koar', 'so', 'pinter', 'spt', 'haikal', 'hasan', 'tipu', 'ulung', 'pro', 'cendana', 'tinggal', 'hayo', 'tv', 'one']",tv one tmpat kadrun dn pro khilafah koar koar so pinter spt haikal hasan tipu ulung pro cendana tinggal hayo tv one
110,itulah mengambil kebijakan yg ngga bisa di terima oleh karena itu klo mau mngambil sbuah keputusan ajak brunding kpda yg lbh mngerti utk kebaikan brsama,netral,"['itulah', 'mengambil', 'kebijakan', 'yg', 'ngga', 'bsa', 'di', 'terima', 'oleh', 'krn', 'itu', 'klo', 'mau', 'mngambil', 'sbuah', 'keputusan', 'ajak', 'brunding', 'kpda', 'yg', 'lbh', 'mngerti', 'utk', 'kebaikan', 'brsama']","['mengambil', 'kebijakan', 'ngga', 'bsa', 'terima', 'mngambil', 'sbuah', 'keputusan', 'ajak', 'brunding', 'kpda', 'lbh', 'mngerti', 'kebaikan', 'brsama']","['ambil', 'bijak', 'ngga', 'bsa', 'terima', 'mngambil', 'sbuah', 'putus', 'ajak', 'brunding', 'kpda', 'lbh', 'mngerti', 'baik', 'brsama']",ambil bijak ngga bsa terima mngambil sbuah putus ajak brunding kpda lbh mngerti baik brsama
111,ampun ,netral,['ampun'],['ampun'],['ampun'],ampun
112,yg baju kuning sngat tdk sopan pahanya diangkat ,negatif,"['yg', 'baju', 'kuning', 'sngat', 'tdk', 'sopan', 'pahanya', 'diangkat']","['baju', 'kuning', 'sngat', 'tdk', 'sopan', 'pahanya', 'diangkat']","['baju', 'kuning', 'sngat', 'tdk', 'sopan', 'paha', 'angkat']",baju kuning sngat tdk sopan paha angkat
113,wah ini dosen koplak ngak ngerti pertanyaan ne klo lihat gini gmn ya mahasiwanya,negatif,"['wah', 'ini', 'dosen', 'koplak', 'ngak', 'ngerti', 'pertanyaan', 'ne', 'klo', 'lihat', 'gini', 'gmn', 'ya', 'mahasiwanya']","['dosen', 'koplak', 'ngak', 'ngerti', 'ne', 'lihat', 'gini', 'gmn', 'mahasiwanya']","['dosen', 'koplak', 'ngak', 'ngerti', 'ne', 'lihat', 'gin', 'gmn', 'mahasiwanya']",dosen koplak ngak ngerti ne lihat gin gmn mahasiwanya
114,haikal itu ular beludak seharusnya tdk perlu diajak diskusi tapi tv memang lain,negatif,"['haikal', 'itu', 'ular', 'beludak', 'seharusnya', 'tdk', 'perlu', 'diajak', 'diskusi', 'tapi', 'tv', 'memang', 'lain']","['haikal', 'ular', 'beludak', 'tdk', 'diajak', 'diskusi', 'tv']","['haikal', 'ular', 'beludak', 'tdk', 'ajak', 'diskusi', 'tv']",haikal ular beludak tdk ajak diskusi tv
115,ya trgantung dari manusianya lh masa mau seks harus di gembar gembor,netral,"['ya', 'trgantung', 'dari', 'manusianya', 'lh', 'masa', 'mau', 'sex', 'hrs', 'di', 'gembar', 'gembor']","['trgantung', 'manusianya', 'lh', 'sex', 'hrs', 'gembar', 'gembor']","['trgantung', 'manusia', 'lh', 'sex', 'hrs', 'gembar', 'gembor']",trgantung manusia lh sex hrs gembar gembor
116,korban yang mau adalah orang menganut ideology eka sila ketuhanan yang bekebudayaan ,netral,"['korban', 'yg', 'mau', 'adalah', 'org', 'menganut', 'ideology', 'eka', 'sila', 'ketuhanan', 'yg', 'bekebudayaan']","['korban', 'org', 'menganut', 'ideology', 'eka', 'sila', 'ketuhanan', 'bekebudayaan']","['korban', 'org', 'anut', 'ideology', 'eka', 'sila', 'tuhan', 'bekebudayaan']",korban org anut ideology eka sila tuhan bekebudayaan
117,padahal masalah darurat bukan hanya kejadian yg viral skr tapi juga perilaku seks bebas mau sama mau yg bisa jadi selama ini dilakukan oleh beberapa kalangan mahasiswa ,negatif,"['pada hal', 'masalh', 'darurat', 'bukan', 'cuma', 'kejadian', 'yg', 'viral', 'skr', 'tapi', 'jga', 'peri laku', 'sex', 'bebas', 'mau', 'sama', 'mau', 'yg', 'bsa', 'jadi', 'selama', 'ini', 'dilakukan', 'oleh', 'beberapa', 'kalangan', 'mahasiswa']","['pada hal', 'masalh', 'darurat', 'kejadian', 'viral', 'skr', 'jga', 'peri laku', 'sex', 'bebas', 'bsa', 'kalangan', 'mahasiswa']","['pada hal', 'masalh', 'darurat', 'jadi', 'viral', 'skr', 'jga', 'peri laku', 'sex', 'bebas', 'bsa', 'kalang', 'mahasiswa']",pada hal masalh darurat jadi viral skr jga peri laku sex bebas bsa kalang mahasiswa
118,permendikbud ini fasal hendak menghapus ideology politik ketuhanan yang maha esa dan mengganti nya dengan ideology ketuhanan yang berkebudayaan pancasila adalah harga mati ,negatif,"['permendikbud', 'ini', 'fasal', 'hendak', 'menghapus', 'ideology', 'politik', 'ketuhanan', 'yg', 'maha', 'esa', 'dn', 'mengganti', 'nya', 'dgn', 'ideology', 'ketuhanan', 'yg', 'berkebudayaan', 'panca sila', 'adalah', 'harga', 'mati']","['permendikbud', 'fasal', 'menghapus', 'ideology', 'politik', 'ketuhanan', 'maha', 'esa', 'dn', 'mengganti', 'ideology', 'ketuhanan', 'berkebudayaan', 'panca sila', 'harga', 'mati']","['permendikbud', 'fasal', 'hapus', 'ideology', 'politik', 'tuhan', 'maha', 'esa', 'dn', 'ganti', 'ideology', 'tuhan', 'budaya', 'panca sila', 'harga', 'mati']",permendikbud fasal hapus ideology politik tuhan maha esa dn ganti ideology tuhan budaya panca sila harga mati
119,kebanyakan aturan yg akhir nya membingungkan sendiri endonesa,negatif,"['kebanyakan', 'aturan', 'yg', 'akhir', 'nya', 'membingungkan', 'sendiri', 'endonesa']","['kebanyakan', 'aturan', 'membingungkan', 'endonesa']","['banyak', 'atur', 'bingung', 'endonesa']",banyak atur bingung endonesa
120,ngustad sampah,negatif,"['ngustad', 'sampah']","['ngustad', 'sampah']","['ngustad', 'sampah']",ngustad sampah
121,ga bisa jawab dan ga mau jawab kan tu ,netral,"['ga', 'bsa', 'jawab', 'dn', 'ga', 'mau', 'jawab', 'kan', 'tu']","['ga', 'bsa', 'dn', 'ga']","['ga', 'bsa', 'dn', 'ga']",ga bsa dn ga
122,haikal hasan melindungi kadrun yg pernah seksual,negatif,"['haikal', 'hasan', 'melindungi', 'kadrun', 'yg', 'pernah', 'seksual']","['haikal', 'hasan', 'melindungi', 'kadrun', 'seksual']","['haikal', 'hasan', 'lindung', 'kadrun', 'seksual']",haikal hasan lindung kadrun seksual
123,sok pitar lo,negatif,"['sok', 'pitar', 'lo']","['sok', 'pitar', 'lo']","['sok', 'pitar', 'lo']",sok pitar lo
124,dimna ada pengertian menghlalkn zina cuma hati busukmu yg suka menggoreng berita,negatif,"['dimna', 'ada', 'pengertian', 'menghlalkn', 'zinah', 'cuma', 'hati', 'busukmu', 'yg', 'suka', 'menggoreng', 'berita']","['dimna', 'pengertian', 'menghlalkn', 'zinah', 'hati', 'busukmu', 'suka', 'menggoreng', 'berita']","['dimna', 'erti', 'menghlalkn', 'zinah', 'hati', 'busuk', 'suka', 'goreng', 'berita']",dimna erti menghlalkn zinah hati busuk suka goreng berita
125,gk usah ribut bikin lokalisasi aja di kampus ,netral,"['gk', 'usah', 'ribut', 'bikin', 'lokalisasi', 'aja', 'di', 'kampus']","['gk', 'ribut', 'lokalisasi', 'kampus']","['gk', 'ribut', 'lokalisasi', 'kampus']",gk ribut lokalisasi kampus
