teks	label
dengan menurunnya kasus covid  dan adanya pelonggaran pengenaan masker di ruang terbuka tentunya membawa optimisme akan semakin bangkitnya potensi pariwisata di indonesia khususnya jateng dan diy	2
menteri pariwisata dan ekonomi kreatif sandiaga uno menyebut bahwa pandemi covid  membawa pelajaran berharga bagi dunia pariwisata  berupa transformasi shifting menjadi pariwisata berkualitas	2
pandemi covid  telah membuat industri pariwisata dan ekonomi kreatif di bali menjadi terpuruk  berbagai upaya telah dilakukan dekanfkunud fkunud pariwisatabali updatebali vaksin vaksinbooster	2
kompetisi bergengsi se asia  afc cup   menjadi ajang yang membantu pemulihan pariwisata dan ekonomi bali setelah pandemi covid	1
kakanwil a yuspahruddin kemenkumham jateng  kanim wonosobo adakan sosialisasi kemudahan keimigrasian dalam rangka mendukung pariwisata pada masa pandemi covid	2
pemulihan pasca covid  dirancang untuk membantu kawasan asean agar membuka kembali sektor pariwisata dg aman dg tetap tetap mendukung implementasi kerangka kerja yang ada	2
kementerian kominfo mengatakan indonesia bersama negara anggota asean melakukan berbagai upaya mengatasi masalah yang muncul akibat pandemi covid  serta pemulihan pasca pandemi termasuk rencana pemulihan pasca covid  untuk pariwisata asean	1
gak cuma itu  sektor utama perekonomian sri lanka yaitu sektor pariwisata juga lagi surut surutnya nih  adanya pandemi covid  bikin pemasukan dari sektor ini anjlok  ditambah adanya kebijakan potongan pajak buat berbagai sektor yang makin memperparah	1
pemulihan pasca covid  dirancang untuk membantu kawasan asean membuka kembali sektor pariwisata dengan aman sembari tetap mendukung implementasi kerangka kerja yang ada  johnny plate	2
bi perwakilan jakarta salah kaprah mereka berbohong pertumbuhan jakarta ekonomi dagang pariwisata meningkat karena peraturan tentang covid dilonggarkan tidak ada pembatasan akibat covid jadi ekonomi dagang pariwisata bergerak kembali jadi bukan karena formula e	1
pertemuan di baku sangat timely karena berfokus memajukan roadmap pengembangan pariwisata islam di negara anggota oki di tengah penurunan penerimaan pariwisata internasional terutama disebabkan pembatasan perjalanan dan upaya lainnya untuk menghambat penyebaran virus covid	2
tema  xe x xa pengenalan kebijakan pariwisata di negara  asean di era covid   xe x xa sosialisasi kesehatan gigi  amp  mulut  xe x xa pengenalan bahasa inggris for tourism  amp  business purposes nontema  xe x xa keamanan berinternet  xe x xa pengenalan bahasa perancis	2
ada aja berita hoax dari kelompok sebelah ini yg mendorong investasi pariwisata usaha itu karena pembatasan covid tidak ada dilonggarkan bukan karena formula perwakilan jakarta saja bohong apa lagi yg lain demi pilpres  nanti kena azab semua baru tahu	1
pendukung pak anis bahagia senang bangga bukan pendukung pak anis berita halusinasi tidak mungkin investasi pariwisata dagang ya karena tidak ada pembatasan covid bukan karena formula e bohong kok senang demi pilpres  diazab nanti bi perwakilan jakarta	2
jadi agenda dewg g  sekjen kominfo  revitalisasi pariwisata lewat transformasi digital mendorong revitalisa	1
covid    kemarin ketika saya melihat data lagi bahwa pariwisata mulai bangkit di angka  persen  nah saya mendorong lagi angkasa pura menjadi bandara sebagai etalase kebudayaan   pungkas erick  pada saat ini erick thohir terus mendorong bandara bandara di seluruh indonesia	1
yayasan abang none jakarta selatan  dibawah naungan suku dinas pariwisata dan ekonomi kreatif jakarta selatan kembali menggelar pemilihan abang none jakarta selatan  setelah dua tahun terhenti karena adanya pandemi covid   yang pendaftarannya telah di buka pada  mei lalu	1
karanganyar   sertu suparman beserta  anggota koramil  tasikmadu melaksanakan patroli ppkm level  di agro wisata sondokoro  tasikmadu dengan menghimbau kepada pengujung untuk selalu mematuhi dan mentaati protokol kesehatan guna mencegah penularan covid  dng cara m	1
dapat kiriman dari kawan baik di flores  minta tolong agar dishare perlawanan warga terhadap tarif mahal  jt wis	2
gubernur lampung arinal djunaidi menyatakan bahwa setelah badai pandemi covid   sektor pariwisata indonesia kembali mendudu	1
retribusi lingkungan dinaikkan  tapi ongkos wisata minimum dihapus  usia lebih dari dua tahun menutup perbatasannya akibat pandemi covid  bhutan akan kembali menerima turis asing tahun ini  berikut aturan berkunjungnya	1
gubernur lampung arinal djunaidi menyatakan bahwa setelah badai pandemi covid   sektor pariwisata indonesia kembali menduduki peringkat yang relatif bagus dlm indeks pemeringkatan yang disusun world economic forum  wef   dendi ramadhona bupati pesawaran	1
syarat wisata ke myanmar  bawa sertifikat vaksin dan tes covid	2
myanmar mengumumkan syarat kesehatan terbaru untuk wisatawan yang ingin berkunjung ke negara itu  simak selengkapnya	2
gubernur lampung arinal djunaidi menyatakan bhw stlh badai pandemi covid   sektor pariwisata indonesia kembali menduduki peringkat yg relatif bagus dlm indeks pemeringkatan yg disusun world economic forum  wef   dendi ramadhona kabupaten pesawaran	1
pesawaran  xe x x gubernur lampung arinal djunaidi menyatakan bahwa setelah badai pandemi covid   sektor pariwisata indonesia	1
kamu mau wisata  ngga  ngga  pak  takut covid  kamu mau wisata  ngga         ampun  pak  saya mau pulang   wisata a	2
pesawaran  xe x x gubernur lampung arinal djunaidi menyatakan bahwa setelah badai pandemi covid   sektor pariwisata indonesia kembali menduduki peringkat yang relatif bagus dalam indeks pemeringkatan yang disusun world economic forum  wef	1
setiap kita memiliki peran penting dalam mencegah covid   xc xapmi	2
geliat kebangkitan pariwisata desa ponggok dengan kolaborasi karya sektor pariwisata adalah salah satu yang paling terdampak pandemi covid   pandemi covid  juga memukul telak desa ponggok  selama hampir dua tahun wisata di desa ponggok mati suri	1
penanganan covid di tempat wisata   ngobrol parlemen	1
saksikan penanganan covid di tempat wisata   ngobrol parlemen bersama ketua komisi a dprd diy	2
asuransi perjalanan covid maldives  syarat masuk maldives   dan rekomendasi tempat wisata terbaik	1
