,Komentar,Label
283," @Purnomo  kalo gitu ntar jadinya malah pembenturan antar undang2 dong,gimana kalo si pelaku bersembunyi di kata ""tanpa persetujuan"" Di dalam permendikbud no.30?apa undang2 yg lain bakal bisa menjerat si pelaku?",negatif
284," @Bayu Hasanudin  justru kalau ""tanpa persetujuan"" di jerat menggunakan permendikbud no.30",positif
285," @Purnomo  mksd ane gini bro,kan di permendikbud no.30 itu semua tindakan bakal disebut sbg kekerasan seksual jikalau ""TANPA PERSETUJUAN KORBAN"",jadi kalo korbannya setuju,apa bakal disebut kekerasan seksual??kalo tidak,trus fungsi permen ini apa?iya ane tau permen ini fungsinya sbg benteng buat korban pelaku kekerasan seksual,tapi in other side menurut ane,permen ini scr gak langsung melegalkan seks bebas dengan adanya kata ""TANPA PERSETUJUAN KORBAN"" itu,ane gak bilang permen ini  buruk,tapi bagi ane permen ini kurang worth it dengan adanya kata ""TANPA PERSETUJUAN KORBAN,kalo permen ini di konfirmasi dan di patenkan dengan ada Kata "" TANPA PERSETUJUAN KORBAN"" Didalamnya,ane menolak keras sih",negatif
286," @Bayu Hasanudin  pelecehan seksual itu bukan cuma dlm bentuk tindakan, banyak cara bentuk pelecehan seksual, bisa dgn verbal, penggunaan otoritas, memfoto/video, bahkan memandang dan bersiul aja bisa jadi pelecehan seksual.

Kalau tdk ada namanya kata ""tanpa persetujuan korban""..
Pelaku bisa berdalih hanya bersenggolan, hanya bergurau, hanya memfoto, hanya menjalankan tugas,.. 
Dan ga bisa dipidana,, 

Contoh
kalau ada org memfoto wanita, itu mana bisa disebut pelecehan kalau ada persetujuan wanitanya. 
Tapi kalau fotonya diambil tanpa persetujuan si wanita dan si wanita ga terima, 
Itu bisa jadi pelecehan seksual.

Yg menentukan mana pelecehan seksual itu bukan pks, bukan mui, bukan elu yg melihat, 
Tapi si korban yg merasakan.",positif
287," @Purnomo  Ngga ada btw. Sejauh ini hukuman zina di KUHP itu cuma buat pasangan yang sudah menikah. Kalo belum menikah mah gaada aturannya di negara kita, lanjut terus asalkan suka sama suka mah...",negatif
288," @kucingmasjid_ | ???  ya berarti nuntut nya ke yg buat KUHP,  bukan ke mendikbud.  Mendikbud hanya mengikuti aturan yg sudah ada",netral
289,"kalo sama-sama mau, ya lanjut terus zina dimanapun dan kapanpun ya?????? Dosen bakalan enak punya banyak placur di kampus karena sama-sama mau????",negatif
290,"lagi juga mana mau anak 20-an berzinah sama bapak dosen pembimbing usia 50-60 an
kebanyakan ga dikasih izin",netral
291,Demi nilai bagus...terusin pak dosennnn????????gak apa apa......asal nilai bagus......akhirnya bercocok tanam kake sugiono merajalela....mengecrotttt crott crott,negatif
292," @idham coy  lihatlah kelakuan kadrun, mereka sok paling beragama,
tapi lihat aja ni bentuknya macam begini.
Cara nya komen, caranya berpikir,  pasti ga jauh2 dari selangkangan. 
Begitu mungkin ajaran ulamanya.",negatif
293, @Jhon Ghost  lah ngapah jd ke sosoh ya....??,netral
294,"Syariat?  Dikit"" ngomong agama n syariat .
Poligami n 
Binik bnyak bolih  ???? 
 CMA dalih saja. Pembodohan saja
Puih......bulsit",netral
295," @Wiji Asih  kenapa dgn poligami? Lu iri di agama lu gak bisa poligami, lagian poligami di islam gak bisa asal, ada syarat yg berlaku dan cukup susah. Jika gak bisa memenuhi syarat gak bakal bisa poligami",netral
296," @muhammad widi sya' bani  
Hhhh aq Islam 
Aq Muslim 
Tpi jjik dengan Poligami !
Aq gk mcm elu yg doyan sekangkangan.
Yg doyan Poligami !
Kita siapa Poligami Susah? 
Ijab siri sdah sah.
Mau 3 /4 binik. BSA .",netral
297,Udah biasa kadrun menolak Undang undang kekerasan seksual,negatif
298, @Kelebihan Bayar  kadrun ituh yg suka pake koteka ya bro,netral
299,Udah biasa kadrun menolak uu kekerasan sexual,negatif
300, @Kelebihan Bayar  udh gajian blm bro,netral
301, @KELUARGA BINTANG  Gajian? Hahaha faktanya begitu kok hahaha gak nangkep banget maknanya apa yang mau di sampaiin mas nadiem,netral
302,BILA NADIM BERADAP AKAN MEREVISI,negatif
303,Udah biasa kadrun menolak undang undang kekerasan seksual,netral
304, @Kelebihan Bayar  udh gajian?,netral
305,"klo dia beradab mah dicabut, dia membuat sesuatu yg jelas hitam-putih menjadi abu-abu.",netral
306,SEMUA SIBUK BIKIN ATURAN DAN BISANYA BIKIN ATURAN. HABIT NEGARA GAGAL,netral
307,"Kalo ternyata korbannya hanya dirayu oleh pelaku sehingga mau buka baju.. terus melapor karena suatu alasan, mengaku jika dia sudah dipaksa oleh pelaku. Itu gimana?...",netral
308,setuju,positif
309,Semangat bang menteri.,positif
310,TETAP SEMANGAT JAYA RAHAYU DIAYOMI DIAYEMI pak Mentri....,positif
311,"Maju terus mas menteri, yang bilang pengaruh2 barat enggak tahu bahwa banyak juga negara Islam yang tidak perduli dengan kekerasan seksual dan tidak menerapkan kesetaraan gender...... Dan di barat lebih banyak negara yang peduli dengan kekerasan seksual ini.",positif
312,Ada oknum jahat dalam dunia pendidikan yang harus segera dibersihkan... Dunia pendidikan itu ramah untuk semua.... Maju terus Mas Menteri.....!!!!,positif
313,Maju terus Mas Menteri.... Sehat selalu.....Majulah Indonesiaku....,positif
314,mana ada kekerasan seksual di kampus....lha belajar aja online..masa iya kekerasan sexual secara online...wkwk,netral
315,Kekerasan seksual itu gimana....suka sama suka tapi jerit kesakitan apa juga kekerasan....kalo gak suka tapi diam merem melek gimana....,netral
316,"Lanjutkan mas mentri, yg nyirnyir mmg mrk kerjaannya mutarbalik fakta, mrk itu bodoh dan mabok agama, otak mesyumm, mrk pasti org2 Parte Konthol 5api (PK5).",positif
317,"Jadi  ""cuma"" merujuk ke definisi dari kbbi ? ??",netral
318,"Ini orang tidak punya etika moral orang indonesia,tapi di suruh ngurus soal pendidikan di indonesia,maka klo mmbuat peraturan pasti di bumbui sperti moralnya orang barat.padahal saat ini pendidikanlah pondasi grnerasi muda yg bermoral baik.",negatif
319,Aduh...kemayu banget suaranya.,netral
320,Mereka anggap perempuan cuma alat pemuas seperti boneka barbie yg bisa dicolet suka2.,netral
321,Menteri urusan seks bebas?,netral
322,"Jika banyak yg mengkritik, mk besar kemungkinan ada yg tdk benar. Jk tetap dipaksakan, mk hanya sedikit cara agar ditaati, yakni pemberian sanksi.
Apa yg bisa diteladani?",netral
323,Suruh ngojek saja,netral
324,Acak acak semua..kalo udh ancur khan baru puas..wanita yg seharusnya di jaga..malah tak aman bersekolah,netral
325,"Ya iyalah, itu jatuhnya manipulatif dan pemaksaan. Tetep bentuk kekerasan dan menyebabkan trauma, harusnya pelaku tau malu bisa menghargai diri sendiri dan org lain. Org yg punya wibawa gak berfikir untuk ngelakuin hal itu",netral
326," @Jessi S  kalo misalnya orangnya pacaran/ complicated lah.. terus putus, lalu terjadi kasus pelaporan yg sebelumnya, kejadian tsb dilandasi suka sama suka gimana ya?..",netral
327,Di cabut dan di revisi itu solusinya,negatif
328,Di cabut dan direvisi itu solusinya,negatif
329,"Foto siapa nih dipajang2 zer, kasian yg punya foto. Mosok ada emak2 berjilbab menghalalkan zinah??",negatif
330,"Omongane rek, bayangin nek itu ibumu, adikmu atau anak perempuanmu di jamah orang dengan paksa... Mikir!!!",netral
331,"Pemikiran yang gak punya etika, gak pernah baca semua tujuan dan konteks Permendikbud ini. Malu ama diri sendiri wkwkkwkw…",netral
332,Suaranya kayk  b...............,netral
333,"Sok iye banget yang bilang gini. Ngaca dulu napa.. , inget umur woi…",netral
334,Kalu ada kekerasan seksual dimanapun tempatnya..bukankah itu udah ranah nya pidana ya..????ngapain buat permendikbud segala?kuhp nggak cukup ??...,negatif
335,Mana UU nya? Mana pasal kuhp yg ngatur kekersan seksual?,netral
336,"Gak ada dan memang KUHP gak cukup, banyak baca data dan perspektif nyata bukan asal kompor liat judul berita ?? memang kuhp gak cukup untuk mencegah, melindung dan merehabilitas korban makanya di buat pasal ini.",netral
