,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
162, dewi sriyati ngedongeng apa sih bu kyknya gk paham apa yg bahas taunya teriak aja apa yg dia dukung lgi teriakin tapi gak paham apa substansi yg dibicarakan ckckck,netral,"['dewi', 'sriyati', 'ngedongeng', 'aoa', 'sih', 'bu', 'kyknya', 'gk', 'faham', 'aoa', 'yg', 'bahas', 'taunya', 'teriak', 'aja', 'aoa', 'yg', 'dia', 'dukung', 'lgi', 'teriakin', 'tapi', 'gak', 'faham', 'aoa', 'substansi', 'yg', 'dibicarakan', 'ckckck']","['dewi', 'sriyati', 'ngedongeng', 'aoa', 'bu', 'kyknya', 'gk', 'faham', 'aoa', 'bahas', 'taunya', 'teriak', 'aoa', 'dukung', 'lgi', 'teriakin', 'gak', 'faham', 'aoa', 'substansi', 'dibicarakan', 'ckckck']","['dewi', 'sriyati', 'ngedongeng', 'aoa', 'bu', 'kyknya', 'gk', 'faham', 'aoa', 'bahas', 'tau', 'teriak', 'aoa', 'dukung', 'lgi', 'teriakin', 'gak', 'faham', 'aoa', 'substansi', 'bicara', 'ckckck']",dewi sriyati ngedongeng aoa bu kyknya gk faham aoa bahas tau teriak aoa dukung lgi teriakin gak faham aoa substansi bicara ckckck
163, dewi sriyati kasian nih ibu kalah debat nyerang personal pahami dulu ibu jgn lgsg kemakan berita gorengan ,netral,"['dewi', 'sriyati', 'kasian', 'nih', 'ibu', 'kalah', 'debat', 'nyerang', 'personal', 'pahami', 'dulu', 'ibu', 'jgn', 'lgsg', 'kemakan', 'berita', 'gorengan']","['dewi', 'sriyati', 'kasian', 'kalah', 'debat', 'nyerang', 'personal', 'pahami', 'jgn', 'lgsg', 'kemakan', 'berita', 'gorengan']","['dewi', 'sriyati', 'kasi', 'kalah', 'debat', 'nyerang', 'personal', 'paham', 'jgn', 'lgsg', 'makan', 'berita', 'goreng']",dewi sriyati kasi kalah debat nyerang personal paham jgn lgsg makan berita goreng
164,gak ada tu lha soal aborsi udah ada uu khusus yang melarang kecuali atas rekomendasi dokter ,netral,"['gak', 'ada', 'tu', 'lha', 'soal', 'aborsi', 'udah', 'ada', 'uu', 'khusus', 'yg', 'melarang', 'kecuali', 'atas', 'rekomendasi', 'dokter']","['gak', 'lha', 'aborsi', 'udah', 'uu', 'khusus', 'melarang', 'kecuali', 'rekomendasi', 'dokter']","['gak', 'lha', 'aborsi', 'udah', 'uu', 'khusus', 'larang', 'kecuali', 'rekomendasi', 'dokter']",gak lha aborsi udah uu khusus larang kecuali rekomendasi dokter
165,logika liar kalau saya ga mau seks bebas ya ga ini moral masing kok nyalahin permen ,netral,"['logika', 'liar', 'klw', 'aq', 'ga', 'mau', 'sex', 'bebas', 'ya', 'ga', 'ini', 'moril', 'masing', 'kok', 'nyalahin', 'permen']","['logika', 'liar', 'klw', 'aq', 'ga', 'sex', 'bebas', 'ga', 'moril', 'nyalahin', 'permen']","['logika', 'liar', 'klw', 'aq', 'ga', 'sex', 'bebas', 'ga', 'moril', 'nyalahin', 'permen']",logika liar klw aq ga sex bebas ga moril nyalahin permen
166,saya mendukung sepenuhnya dengan syarat frasa dengan persetujuan korban dihapus karena permendikbud ini bentrok dengan peraturan undang tentang asusila tidak bisa dinamakan korban kalau si korban itu menyetujui dari si pelaku kekerasan seksual asal suka sama suka berarti tidak masalah bukan seks bebas dilegalkan boleh melalui permendikbud  tersebut akan tetapi kontra dengan uu tentang asusila lainnya disitulah permasalahannya ,positif,"['aq', 'mendukung', 'sepenuhnya', 'dgn', 'syarat', 'frase', 'dgn', 'persetujuan', 'korban', 'dihapus', 'krn', 'permendikbud', 'ini', 'bentrok', 'dgn', 'peraturan', 'undang', 'tentang', 'a susila', 'ndak', 'bsa', 'dinamakan', 'korban', 'klw', 'si', 'korban', 'itu', 'menyetujui', 'dari', 'si', 'pelaku', 'kekerasan', 'seksual', 'asal', 'suka', 'sama', 'suka', 'berarti', 'ndak', 'masalh', 'bukan', 'sex', 'bebas', 'dilegalkan', 'boleh', 'melalui', 'permendikbud', 'tsb', 'akan', 'tpi', 'kontra', 'dgn', 'uu', 'tentang', 'a susila', 'lainnya', 'disitulah', 'permasalahannya']","['aq', 'mendukung', 'sepenuhnya', 'syarat', 'frase', 'persetujuan', 'korban', 'dihapus', 'permendikbud', 'bentrok', 'peraturan', 'undang', 'a susila', 'ndak', 'bsa', 'dinamakan', 'korban', 'klw', 'korban', 'menyetujui', 'pelaku', 'kekerasan', 'seksual', 'suka', 'suka', 'ndak', 'masalh', 'sex', 'bebas', 'dilegalkan', 'permendikbud', 'tsb', 'tpi', 'kontra', 'uu', 'a susila', 'disitulah', 'permasalahannya']","['aq', 'dukung', 'sepenuh', 'syarat', 'frase', 'tuju', 'korban', 'hapus', 'permendikbud', 'bentrok', 'atur', 'undang', 'a susila', 'ndak', 'bsa', 'nama', 'korban', 'klw', 'korban', 'tuju', 'laku', 'keras', 'seksual', 'suka', 'suka', 'ndak', 'masalh', 'sex', 'bebas', 'legal', 'permendikbud', 'tsb', 'tpi', 'kontra', 'uu', 'a susila', 'situ', 'masalah']",aq dukung sepenuh syarat frase tuju korban hapus permendikbud bentrok atur undang a susila ndak bsa nama korban klw korban tuju laku keras seksual suka suka ndak masalh sex bebas legal permendikbud tsb tpi kontra uu a susila situ masalah
167,mau keras mau lembut selama belum sah tetap harus di cegah ingat sila pertama ketuhanan yg maha esa artinya aturan agama lebih di utamakan ,netral,"['mau', 'keras', 'mau', 'lembut', 'selama', 'blm', 'syah', 'ttp', 'hrs', 'di', 'cegah', 'inget', 'sila', 'pertama', 'ketuhanan', 'yg', 'maha', 'esa', 'artinya', 'aturan', 'agama', 'lbh', 'di', 'utamakan']","['keras', 'lembut', 'blm', 'syah', 'ttp', 'hrs', 'cegah', 'inget', 'sila', 'ketuhanan', 'maha', 'esa', 'aturan', 'agama', 'lbh', 'utamakan']","['keras', 'lembut', 'blm', 'syah', 'ttp', 'hrs', 'cegah', 'inget', 'sila', 'tuhan', 'maha', 'esa', 'atur', 'agama', 'lbh', 'utama']",keras lembut blm syah ttp hrs cegah inget sila tuhan maha esa atur agama lbh utama
168, dian chanel agama apa bro ,netral,"['dian', 'chanel', 'agama', 'aoa', 'bro']","['dian', 'chanel', 'agama', 'aoa']","['dian', 'chanel', 'agama', 'aoa']",dian chanel agama aoa
169,bukannya sejak wafatnya nabi muhammad sudah dikategorikan ke akhir zaman jadi sejak nabi wafat hingga sekarang dan beberapa tahun kedepan itu sudah masuk ke akhir zaman,netral,"['bukannya', 'sejak', 'wafatnya', 'nabi', 'muhammad', 'sdh', 'dikategorikan', 'ke', 'akhir', 'jaman', 'jadi', 'sejak', 'nabi', 'wafat', 'hingga', 'sekarang', 'dn', 'beberapa', 'tahun', 'kedepan', 'itu', 'sdh', 'msk', 'ke', 'akhir', 'jaman']","['wafatnya', 'nabi', 'muhammad', 'dikategorikan', 'jaman', 'nabi', 'wafat', 'dn', 'kedepan', 'msk', 'jaman']","['wafat', 'nabi', 'muhammad', 'kategori', 'jaman', 'nabi', 'wafat', 'dn', 'depan', 'msk', 'jaman']",wafat nabi muhammad kategori jaman nabi wafat dn depan msk jaman
170,lho memangnya anda mendukung pelaku kekerasan seksual dinyatakan tidak bersalah gitu ,positif,"['lho', 'memangnya', 'anda', 'mendukung', 'pelaku', 'kekerasan', 'seksual', 'dinyatakan', 'ndak', 'bersalah', 'gitu']","['lho', 'memangnya', 'mendukung', 'pelaku', 'kekerasan', 'seksual', 'dinyatakan', 'ndak', 'bersalah', 'gitu']","['lho', 'memang', 'dukung', 'laku', 'keras', 'seksual', 'nyata', 'ndak', 'salah', 'gitu']",lho memang dukung laku keras seksual nyata ndak salah gitu
171,kalimat mana yang menunjukan bahwa zina dilegalkan dari permendikbud ini bu ,netral,"['kalimat', 'mana', 'yg', 'menunjukan', 'bahwa', 'zinah', 'dilegalkan', 'dari', 'permendikbud', 'ini', 'bu']","['kalimat', 'menunjukan', 'zinah', 'dilegalkan', 'permendikbud', 'bu']","['kalimat', 'tunjuk', 'zinah', 'legal', 'permendikbud', 'bu']",kalimat tunjuk zinah legal permendikbud bu
172,biasanya yang nyumpahin gini balik ke orang yang ngucap sih,netral,"['biasanya', 'yg', 'nyumpahin', 'gini', 'balik', 'ke', 'org', 'yg', 'ngucap', 'sih']","['nyumpahin', 'gini', 'org', 'ngucap']","['nyumpahin', 'gin', 'org', 'ngucap']",nyumpahin gin org ngucap
173, muhammad dzulfiqar ok lah anda menganggap permendikbudristek no  tahun  gak melegalkan zina dan juga permendikbud no  tahun  sudah ditandatangani mendikbudristek maaf sebelumnya seandainya ada mahasiswa mencium mahasiswi secara tertutup di kampus tapi mahasiswi tersebut setuju perbuatan mereka ketauan sama lainnya apa perbuatan mereka termasuk dalam pelanggaran dapat ditindak lanjuti menurut permendikbudristek no  tahun  ,netral,"['muhammad', 'dzulfiqar', 'ok', 'lah', 'anda', 'menganggap', 'permendikbudristek', 'no', 'tahun', 'gak', 'melegalkan', 'zinah', 'dn', 'jga', 'permendikbud', 'no', 'tahun', 'sdh', 'ditandatangani', 'mendikbudristek', 'apologize', 'sebelumnya', 'seandainya', 'ada', 'mahasiswa', 'mencium', 'mahasiswi', 'secara', 'tertutup', 'di', 'kampus', 'tapi', 'mahasiswi', 'tsb', 'setuju', 'perbuatan', 'mereka', 'ketauan', 'sama', 'lainnya', 'aoa', 'perbuatan', 'mereka', 'termasuk', 'dalem', 'pelanggaran', 'dpt', 'ditindak', 'lanjuti', 'menurut', 'permendikbudristek', 'no', 'tahun']","['muhammad', 'dzulfiqar', 'ok', 'menganggap', 'permendikbudristek', 'no', 'gak', 'melegalkan', 'zinah', 'dn', 'jga', 'permendikbud', 'no', 'ditandatangani', 'mendikbudristek', 'apologize', 'seandainya', 'mahasiswa', 'mencium', 'mahasiswi', 'tertutup', 'kampus', 'mahasiswi', 'tsb', 'setuju', 'perbuatan', 'ketauan', 'aoa', 'perbuatan', 'dalem', 'pelanggaran', 'dpt', 'ditindak', 'lanjuti', 'permendikbudristek', 'no']","['muhammad', 'dzulfiqar', 'ok', 'anggap', 'permendikbudristek', 'no', 'gak', 'legal', 'zinah', 'dn', 'jga', 'permendikbud', 'no', 'ditandatangani', 'mendikbudristek', 'apologize', 'anda', 'mahasiswa', 'cium', 'mahasiswi', 'tutup', 'kampus', 'mahasiswi', 'tsb', 'tuju', 'buat', 'tau', 'aoa', 'buat', 'dalem', 'langgar', 'dpt', 'tindak', 'lanjut', 'permendikbudristek', 'no']",muhammad dzulfiqar ok anggap permendikbudristek no gak legal zinah dn jga permendikbud no ditandatangani mendikbudristek apologize anda mahasiswa cium mahasiswi tutup kampus mahasiswi tsb tuju buat tau aoa buat dalem langgar dpt tindak lanjut permendikbudristek no
174, muhammad farhan ini peraturan pencegahan dan penanganan kekerasan seksual atau tentang aturan tindakan asusila di kampus itu dua hal yg berbeda ketika tidak ada kata persetujuan bahkan yg harusnya menjadi korban akan ikut dihukum juga karna semua tindakan tersebut adalah asusila yg dilarang jika tanpa ada kata persetujuan jika kata itu dihapus maka yg harusnya menjadi korban tindakan kekerasan seksual akan dapat ikut dihukum baik diamenyetujui atau tidak tindakan tersebut maka tidak ada perlindungan lagi kepada yg harusnya menjadi korban karna semua dapat dihukum karna berada pada tindakan asusila yg dilarang maka tidak ada lagi korban kekerasan seksual yang ada semua pihak yg terlibat dalam tindakan asusila baik di menyetujui perbuatan tersebut ataupun dia sebagai korban pemaksaan akan dihukum sama dengan dia yang seharusnya menjadi pelaku kekerasan seksual ,negatif,"['muhammad', 'farhan', 'ini', 'peraturan', 'pencegahan', 'dn', 'penanganan', 'kekerasan', 'seksual', 'atau', 'tentang', 'aturan', 'tindakan', 'a susila', 'di', 'kampus', 'itu', 'dua', 'hal', 'yg', 'berbeda', 'ketika', 'ndak', 'ada', 'kata', 'persetujuan', 'bahkan', 'yg', 'harusnya', 'mnjdi', 'korban', 'akan', 'ikut', 'dihukum', 'jga', 'karna', 'semua', 'tindakan', 'tsb', 'adalah', 'a susila', 'yg', 'dilarang', 'jika', 'tanpa', 'ada', 'kata', 'persetujuan', 'jika', 'kata', 'itu', 'dihapus', 'maka', 'yg', 'harusnya', 'mnjdi', 'korban', 'tindakan', 'kekerasan', 'seksual', 'akan', 'dpt', 'ikut', 'dihukum', 'bae', 'diamenyetujui', 'atau', 'ndak', 'tindakan', 'tsb', 'maka', 'ndak', 'ada', 'perlindungan', 'gy', 'ke pada', 'yg', 'harusnya', 'mnjdi', 'korban', 'karna', 'semua', 'dpt', 'dihukum', 'karna', 'berada', 'pada', 'tindakan', 'a susila', 'yg', 'dilarang', 'maka', 'ndak', 'ada', 'gy', 'korban', 'kekerasan', 'seksual', 'yg', 'ada', 'semua', 'fihak', 'yg', 'terlibat', 'dalem', 'tindakan', 'a susila', 'bae', 'di', 'menyetujui', 'perbuatan', 'tsb', 'atau pun', 'dia', 'sebagai', 'korban', 'pemaksaan', 'akan', 'dihukum', 'sama', 'dgn', 'dia', 'yg', 'seharusnya', 'mnjdi', 'pelaku', 'kekerasan', 'seksual']","['muhammad', 'farhan', 'peraturan', 'pencegahan', 'dn', 'penanganan', 'kekerasan', 'seksual', 'aturan', 'tindakan', 'a susila', 'kampus', 'berbeda', 'ndak', 'persetujuan', 'mnjdi', 'korban', 'dihukum', 'jga', 'karna', 'tindakan', 'tsb', 'a susila', 'dilarang', 'persetujuan', 'dihapus', 'mnjdi', 'korban', 'tindakan', 'kekerasan', 'seksual', 'dpt', 'dihukum', 'bae', 'diamenyetujui', 'ndak', 'tindakan', 'tsb', 'ndak', 'perlindungan', 'ke pada', 'mnjdi', 'korban', 'karna', 'dpt', 'dihukum', 'karna', 'tindakan', 'a susila', 'dilarang', 'ndak', 'korban', 'kekerasan', 'seksual', 'fihak', 'terlibat', 'dalem', 'tindakan', 'a susila', 'bae', 'menyetujui', 'perbuatan', 'tsb', 'atau pun', 'korban', 'pemaksaan', 'dihukum', 'mnjdi', 'pelaku', 'kekerasan', 'seksual']","['muhammad', 'farhan', 'atur', 'cegah', 'dn', 'tangan', 'keras', 'seksual', 'atur', 'tindak', 'a susila', 'kampus', 'beda', 'ndak', 'tuju', 'mnjdi', 'korban', 'hukum', 'jga', 'karna', 'tindak', 'tsb', 'a susila', 'larang', 'tuju', 'hapus', 'mnjdi', 'korban', 'tindak', 'keras', 'seksual', 'dpt', 'hukum', 'bae', 'diamenyetujui', 'ndak', 'tindak', 'tsb', 'ndak', 'lindung', 'ke pada', 'mnjdi', 'korban', 'karna', 'dpt', 'hukum', 'karna', 'tindak', 'a susila', 'larang', 'ndak', 'korban', 'keras', 'seksual', 'fihak', 'libat', 'dalem', 'tindak', 'a susila', 'bae', 'tuju', 'buat', 'tsb', 'atau pun', 'korban', 'paksa', 'hukum', 'mnjdi', 'laku', 'keras', 'seksual']",muhammad farhan atur cegah dn tangan keras seksual atur tindak a susila kampus beda ndak tuju mnjdi korban hukum jga karna tindak tsb a susila larang tuju hapus mnjdi korban tindak keras seksual dpt hukum bae diamenyetujui ndak tindak tsb ndak lindung ke pada mnjdi korban karna dpt hukum karna tindak a susila larang ndak korban keras seksual fihak libat dalem tindak a susila bae tuju buat tsb atau pun korban paksa hukum mnjdi laku keras seksual
175,assalamualaikum muhammad dzulfiqar iyaa saya tau permendikbudristek no  tahun  adalah permen penanganan pencegahan seksual maaf ya permendikbud no  tahun  terdapat frasa tanpa persetujuan korban dalam pasal  maka dari itu apabila ada mahasiswa mencium bibir mahasiswi pacarnya menggosokkan kelaminnya pada mahasiswi pacarnya secara tertutup di kampus tapi mahasiswi pacarnya setuju perbuatan mereka ketauan maka bukan pelanggaran gak dapat ditindaklanjuti karena mahasiswi pacarnya setuju menurut permendikbudristek no  tahun  berbeda jika mahasiswi pacarnya gak setuju maka termasuk pelanggaran dapat ditindak lanjuti menurut permendikbudristek no  tahun  maaf sebelumnya kejahatan kekerasan seksual akibat berawal dari hubungan perbuatan kegiatan tindakan seksual yg bertentangan nilai norma termasuk nilai norma agama yg merupakan akar masalah kekerasan kejahatan seksual terimakasih wassalamu alaikum ,netral,"['assalamualaikum', 'muhammad', 'dzulfiqar', 'iyaa', 'aq', 'tau', 'permendikbudristek', 'no', 'tahun', 'adalah', 'permen', 'penanganan', 'pencegahan', 'seksual', 'apologize', 'ya', 'permendikbud', 'no', 'tahun', 'terdapat', 'frase', 'tanpa', 'persetujuan', 'korban', 'dalem', 'pasal', 'maka', 'dari', 'itu', 'apa bila', 'ada', 'mahasiswa', 'mencium', 'bibir', 'mahasiswi', 'pacarnya', 'menggosokkan', 'kelaminnya', 'pada', 'mahasiswi', 'pacarnya', 'secara', 'tertutup', 'di', 'kampus', 'tapi', 'mahasiswi', 'pacarnya', 'setuju', 'perbuatan', 'mereka', 'ketauan', 'maka', 'bukan', 'pelanggaran', 'gak', 'dpt', 'ditindaklanjuti', 'krn', 'mahasiswi', 'pacarnya', 'setuju', 'menurut', 'permendikbudristek', 'no', 'tahun', 'berbeda', 'jika', 'mahasiswi', 'pacarnya', 'gak', 'setuju', 'maka', 'termasuk', 'pelanggaran', 'dpt', 'ditindak', 'lanjuti', 'menurut', 'permendikbudristek', 'no', 'tahun', 'apologize', 'sebelumnya', 'kejahatan', 'kekerasan', 'seksual', 'akibat', 'berawal', 'dari', 'hubungan', 'perbuatan', 'kegiatan', 'tindakan', 'seksual', 'yg', 'bertentangan', 'nilai', 'norma', 'termasuk', 'nilai', 'norma', 'agama', 'yg', 'merupakan', 'akar', 'masalh', 'kekerasan', 'kejahatan', 'seksual', 'trmksh', 'wassalamu', 'alaikum']","['assalamualaikum', 'muhammad', 'dzulfiqar', 'aq', 'permendikbudristek', 'no', 'permen', 'penanganan', 'pencegahan', 'seksual', 'apologize', 'permendikbud', 'no', 'frase', 'persetujuan', 'korban', 'dalem', 'pasal', 'apa bila', 'mahasiswa', 'mencium', 'bibir', 'mahasiswi', 'pacarnya', 'menggosokkan', 'kelaminnya', 'mahasiswi', 'pacarnya', 'tertutup', 'kampus', 'mahasiswi', 'pacarnya', 'setuju', 'perbuatan', 'ketauan', 'pelanggaran', 'gak', 'dpt', 'ditindaklanjuti', 'mahasiswi', 'pacarnya', 'setuju', 'permendikbudristek', 'no', 'berbeda', 'mahasiswi', 'pacarnya', 'gak', 'setuju', 'pelanggaran', 'dpt', 'ditindak', 'lanjuti', 'permendikbudristek', 'no', 'apologize', 'kejahatan', 'kekerasan', 'seksual', 'akibat', 'hubungan', 'perbuatan', 'kegiatan', 'tindakan', 'seksual', 'bertentangan', 'nilai', 'norma', 'nilai', 'norma', 'agama', 'akar', 'masalh', 'kekerasan', 'kejahatan', 'seksual', 'trmksh', 'wassalamu', 'alaikum']","['assalamualaikum', 'muhammad', 'dzulfiqar', 'aq', 'permendikbudristek', 'no', 'permen', 'tangan', 'cegah', 'seksual', 'apologize', 'permendikbud', 'no', 'frase', 'tuju', 'korban', 'dalem', 'pasal', 'apa bila', 'mahasiswa', 'cium', 'bibir', 'mahasiswi', 'pacar', 'gosok', 'kelamin', 'mahasiswi', 'pacar', 'tutup', 'kampus', 'mahasiswi', 'pacar', 'tuju', 'buat', 'tau', 'langgar', 'gak', 'dpt', 'ditindaklanjuti', 'mahasiswi', 'pacar', 'tuju', 'permendikbudristek', 'no', 'beda', 'mahasiswi', 'pacar', 'gak', 'tuju', 'langgar', 'dpt', 'tindak', 'lanjut', 'permendikbudristek', 'no', 'apologize', 'jahat', 'keras', 'seksual', 'akibat', 'hubung', 'buat', 'giat', 'tindak', 'seksual', 'tentang', 'nilai', 'norma', 'nilai', 'norma', 'agama', 'akar', 'masalh', 'keras', 'jahat', 'seksual', 'trmksh', 'wassalamu', 'alaikum']",assalamualaikum muhammad dzulfiqar aq permendikbudristek no permen tangan cegah seksual apologize permendikbud no frase tuju korban dalem pasal apa bila mahasiswa cium bibir mahasiswi pacar gosok kelamin mahasiswi pacar tutup kampus mahasiswi pacar tuju buat tau langgar gak dpt ditindaklanjuti mahasiswi pacar tuju permendikbudristek no beda mahasiswi pacar gak tuju langgar dpt tindak lanjut permendikbudristek no apologize jahat keras seksual akibat hubung buat giat tindak seksual tentang nilai norma nilai norma agama akar masalh keras jahat seksual trmksh wassalamu alaikum
176, muhammad farhan permnedikbudristek  saya ulangi berfokus pada penanganan dan pencegahan kekerasan seksual berlatar belakang banyaknya kekerasan seksual yang pada akhirnya tanpa ada penyelesaian dan keadilan pada korban kekerasan seksual di kampus yang sudah sangat banyak terjadi tanpa adanya penyelesaina dan perlindungan terhadap korban dengan adanya permendikbudristek tersebut dapat sedikit membantu menyelesaikan masalah kekerasan seksual yang terjadi di kampus mengenai studi kasus yang anda sampaikan kira kasus tersebut tindakan kekerasan seksual atau tindakan asusila ketika membicarakan suatu kekerasan berarti terdapat korban korban artinya orang yang dirugikan bukan dan adanya pelaku yang menyebabkan kerugian jika sama setuju apakah tindakan tersebut terdapat korban dan pelaku tindakan asusila dikampus saya rasa sudah ada kode etik masing kampus terkait tindakan asusila dan sudah ada di kuhp dan uu perlindungan anak lain cerita jika permendikbudristek no  ini bertujuan mengatur tindakan asusila pada lingkungan kampus itu hal yg berbeda lagi jadi dimana letaknya pelegalan zina di aturan ini ,positif,"['muhammad', 'farhan', 'permnedikbudristek', 'aq', 'ulangi', 'berfokus', 'pada', 'penanganan', 'dn', 'pencegahan', 'kekerasan', 'seksual', 'berlatar', 'belakang', 'banyaknya', 'kekerasan', 'seksual', 'yg', 'pada', 'ahirnya', 'tanpa', 'ada', 'penyelesaian', 'dn', 'keadilan', 'pada', 'korban', 'kekerasan', 'seksual', 'di', 'kampus', 'yg', 'sdh', 'amat', 'byk', 'terjadi', 'tanpa', 'adanya', 'penyelesaina', 'dn', 'perlindungan', 'terhadap', 'korban', 'dgn', 'adanya', 'permendikbudristek', 'tsb', 'dpt', 'sedikit', 'membantu', 'menyelesaikan', 'masalh', 'kekerasan', 'seksual', 'yg', 'terjadi', 'di', 'kampus', 'mengenai', 'studi', 'kasus', 'yg', 'anda', 'sampaikan', 'kira', 'kasus', 'tsb', 'tindakan', 'kekerasan', 'seksual', 'atau', 'tindakan', 'a susila', 'ketika', 'membicarakan', 'suatu', 'kekerasan', 'berarti', 'terdapat', 'korban', 'korban', 'artinya', 'org', 'yg', 'dirugikan', 'bukan', 'dn', 'adanya', 'pelaku', 'yg', 'menyebabkan', 'kerugian', 'jika', 'sama', 'setuju', 'apakah', 'tindakan', 'tsb', 'terdapat', 'korban', 'dn', 'pelaku', 'tindakan', 'a susila', 'dikampus', 'aq', 'rasa', 'sdh', 'ada', 'kode', 'etik', 'masing', 'kampus', 'terkait', 'tindakan', 'a susila', 'dn', 'sdh', 'ada', 'di', 'kuhp', 'dn', 'uu', 'perlindungan', 'anak', 'lain', 'cerita', 'jika', 'permendikbudristek', 'no', 'ini', 'bertujuan', 'mengatur', 'tindakan', 'a susila', 'pada', 'lingkungan', 'kampus', 'itu', 'hal', 'yg', 'berbeda', 'gy', 'jadi', 'dimana', 'letaknya', 'pelegalan', 'zinah', 'di', 'aturan', 'ini']","['muhammad', 'farhan', 'permnedikbudristek', 'aq', 'ulangi', 'berfokus', 'penanganan', 'dn', 'pencegahan', 'kekerasan', 'seksual', 'berlatar', 'banyaknya', 'kekerasan', 'seksual', 'ahirnya', 'penyelesaian', 'dn', 'keadilan', 'korban', 'kekerasan', 'seksual', 'kampus', 'byk', 'penyelesaina', 'dn', 'perlindungan', 'korban', 'permendikbudristek', 'tsb', 'dpt', 'membantu', 'menyelesaikan', 'masalh', 'kekerasan', 'seksual', 'kampus', 'studi', 'tsb', 'tindakan', 'kekerasan', 'seksual', 'tindakan', 'a susila', 'membicarakan', 'kekerasan', 'korban', 'korban', 'org', 'dirugikan', 'dn', 'pelaku', 'menyebabkan', 'kerugian', 'setuju', 'tindakan', 'tsb', 'korban', 'dn', 'pelaku', 'tindakan', 'a susila', 'dikampus', 'aq', 'kode', 'etik', 'kampus', 'terkait', 'tindakan', 'a susila', 'dn', 'kuhp', 'dn', 'uu', 'perlindungan', 'anak', 'cerita', 'permendikbudristek', 'no', 'bertujuan', 'mengatur', 'tindakan', 'a susila', 'lingkungan', 'kampus', 'berbeda', 'dimana', 'letaknya', 'pelegalan', 'zinah', 'aturan']","['muhammad', 'farhan', 'permnedikbudristek', 'aq', 'ulang', 'fokus', 'tangan', 'dn', 'cegah', 'keras', 'seksual', 'latar', 'banyak', 'keras', 'seksual', 'ahirnya', 'selesai', 'dn', 'adil', 'korban', 'keras', 'seksual', 'kampus', 'byk', 'penyelesaina', 'dn', 'lindung', 'korban', 'permendikbudristek', 'tsb', 'dpt', 'bantu', 'selesai', 'masalh', 'keras', 'seksual', 'kampus', 'studi', 'tsb', 'tindak', 'keras', 'seksual', 'tindak', 'a susila', 'bicara', 'keras', 'korban', 'korban', 'org', 'rugi', 'dn', 'laku', 'sebab', 'rugi', 'tuju', 'tindak', 'tsb', 'korban', 'dn', 'laku', 'tindak', 'a susila', 'kampus', 'aq', 'kode', 'etik', 'kampus', 'kait', 'tindak', 'a susila', 'dn', 'kuhp', 'dn', 'uu', 'lindung', 'anak', 'cerita', 'permendikbudristek', 'no', 'tuju', 'atur', 'tindak', 'a susila', 'lingkung', 'kampus', 'beda', 'mana', 'letak', 'legal', 'zinah', 'atur']",muhammad farhan permnedikbudristek aq ulang fokus tangan dn cegah keras seksual latar banyak keras seksual ahirnya selesai dn adil korban keras seksual kampus byk penyelesaina dn lindung korban permendikbudristek tsb dpt bantu selesai masalh keras seksual kampus studi tsb tindak keras seksual tindak a susila bicara keras korban korban org rugi dn laku sebab rugi tuju tindak tsb korban dn laku tindak a susila kampus aq kode etik kampus kait tindak a susila dn kuhp dn uu lindung anak cerita permendikbudristek no tuju atur tindak a susila lingkung kampus beda mana letak legal zinah atur
